pmid,sentence,format,population,purpose,label
25057173,"EGFR biomarkers predict benefit from vandetanib in combination with docetaxel in a randomized phase III study of second-line treatment of patients with advanced non-small cell lung cancer.BACKGROUND: ZODIAC was a randomized phase III study of second-line treatment in patients with advanced non-small cell lung cancer (NSCLC) that evaluated the addition of vandetanib to docetaxel.The study showed a statistically significant improvement in progression-free survival and objective response rate, but not in overall survival for unselected patients.This study evaluated epidermal growth factor receptor (EGFR) gene mutation, copy number gain, and protein expression, and KRAS gene mutation, in pretreatment tumor samples as potential biomarkers predicting benefit from vandetanib as second-line treatment of NSCLC.PATIENTS AND METHODS: After progression following first-line chemotherapy, 1391 patients with locally advanced or metastatic (stage IIIB/IV) NSCLC were randomized 1 : 1 to receive vandetanib (100 mg/day) plus docetaxel (75 mg/m(2) every 21 days) or placebo plus docetaxel in the ZODIAC study.Archival tumor samples (n = 570) were collected from consenting patients (n = 958) for predefined, prospective biomarker analyses.RESULTS: Of evaluable samples, 14% were EGFR mutation positive, 35% were EGFR FISH positive, 88% were EGFR protein expression positive, and 13% were KRAS mutation positive.Compared with the overall study population, in which progression-free survival (PFS) [hazard ratio (HR) = 0.79] but not OS (HR = 0.91) were significantly improved with vandetanib, there was greater relative clinical benefit for patients with EGFR mutation-positive tumors [PFS HR 0.51, confidence interval (CI) 0.25-1.06 and OS HR 0.46, CI 0.14-1.57] and EGFR FISH-positive tumors (PFS HR 0.61, CI 0.39-0.94 and OS HR 0.48, CI 0.28-0.84).Similarly, patients with EGFR mutation or FISH-positive tumor samples who received vandetanib had an increased chance of objective tumor response (odds ratios 3.34, CI 0.8-13.89, and 3.90, CI 1.02-14.82, respectively).There did not appear to be benefit for vandetanib in patients with KRAS mutation-positive tumors.CONCLUSIONS: High EGFR gene copy number or activating EGFR mutations may identify patient subgroups who receive increased clinical benefit from vandetanib in combination with docetaxel in second-line NSCLC.CLINICALTRIALSGOV: NCT00312377.",1,1,1,1
22473163,"Multicenter randomized phase II clinical trial comparing neoadjuvant oxaliplatin, capecitabine, and preoperative radiotherapy with or without cetuximab followed by total mesorectal excision in patients with high-risk rectal cancer (EXPERT-C).PURPOSE: To evaluate the addition of cetuximab to neoadjuvant chemotherapy before chemoradiotherapy in high-risk rectal cancer.PATIENTS AND METHODS: Patients with operable magnetic resonance imaging-defined high-risk rectal cancer received four cycles of capecitabine/oxaliplatin (CAPOX) followed by capecitabine chemoradiotherapy, surgery, and adjuvant CAPOX (four cycles) or the same regimen plus weekly cetuximab (CAPOX+C).The primary end point was complete response (CR; pathologic CR or, in patients not undergoing surgery, radiologic CR) in patients with KRAS/BRAF wild-type tumors.Secondary end points were radiologic response (RR), progression-free survival (PFS), overall survival (OS), and safety in the wild-type and overall populations and a molecular biomarker analysis.RESULTS: One hundred sixty-five eligible patients were randomly assigned.Ninety (60%) of 149 assessable tumors were KRAS or BRAF wild type (CAPOX, n = 44; CAPOX+C, n = 46), and in these patients, the addition of cetuximab did not improve the primary end point of CR (9% v 11%, respectively; P = 1.0; odds ratio, 1.22) or PFS (hazard ratio [HR], 0.65; P = .363).Cetuximab significantly improved RR (CAPOX v CAPOX+C: after chemotherapy, 51% v 71%, respectively; P = .038; after chemoradiation, 75% v 93%, respectively; P = .028) and OS (HR, 0.27; P = .034).Skin toxicity and diarrhea were more frequent in the CAPOX+C arm.CONCLUSION: Cetuximab led to a significant increase in RR and OS in patients with KRAS/BRAF wild-type rectal cancer, but the primary end point of improved CR was not met.",1,1,1,1
24989892,"Association studies of Fcgamma receptor polymorphisms with outcome in HER2+ breast cancer patients treated with trastuzumab in NCCTG (Alliance) Trial N9831.Patients with HER2+ breast cancer treated with trastuzumab and chemotherapy have superior survival compared with patients treated with chemotherapy alone.Polymorphisms within FCGR2A and FCGR3A are associated with binding affinity of natural killer cells to the IgG1 portion of trastuzumab, and a polymorphism in FCGR2B (I232T) is associated with impaired regulatory activity.The association of these polymorphisms with clinical response among trastuzumab-treated patients is equivocal, with both positive and negative associations.We performed genotyping analysis on the FCGR3A V158F, FCGR2A R131H, and FCGR2B I232T polymorphisms in 1,325 patients from the N9831 clinical trial.Patients in arm A (N = 419) received chemotherapy only.Patients in arms B (N = 469) and C (N = 437) were treated with chemotherapy and trastuzumab (sequentially in arm B and concurrently in arm C).Using log-rank test and Cox proportional hazard models, we compared disease-free survival (DFS) among genotypic groups within pooled arms B/C. We found no differences in DFS between trastuzumab-treated patients who had the FCGR3A 158 V/V and/or FCGR2A 131 H/H high-affinity genotypes and patients without those genotypes.Furthermore, there was no significant interaction between FCGR3A and FCGR2A and treatment.However, there was a difference in DFS for FCGR2B I232T, with I/I patients deriving benefit from trastuzumab (P < 0.001), compared with the T carriers who did not (P = 0.81).The interaction between FCGR2B genotype and treatment was statistically significant (P = 0.03).Our analysis did not reveal an association between FcgammaR high-affinity genotypes and outcomes.However, it seems that the FCGR2B inhibitory gene may be predictive of adjuvant trastuzumab benefit.",0,0,0,0
23388205,"A preliminary exploration of the feasibility of offering men information about potential prostate cancer treatment options before they know their biopsy results.BACKGROUND: A small pre-test study was conducted to ascertain potential harm and anxiety associated with distributing information about possible cancer treatment options at the time of biopsy, prior to knowledge about a definitive cancer diagnosis.Priming men about the availability of multiple options before they have a confirmed diagnosis may be an opportunity to engage patients in more informed decision-making.METHODS: Men with an elevated PSA test or suspicious Digital Rectal Examination (DRE) who were referred to a urology clinic for a biopsy were randomized to receive either the clinic's usual care (UC) biopsy instruction sheet (n = 11) or a pre-biopsy educational (ED) packet containing the biopsy instruction sheet along with a booklet about the biopsy procedure and a prostate cancer treatment decision aid originally written for newly diagnosed men that described in detail possible treatment options (n = 18).RESULTS: A total of 62% of men who were approached agreed to be randomized, and 83% of the ED group confirmed they used the materials.Anxiety scores were similar for both groups while awaiting the biopsy procedure, with anxiety scores trending lower in the ED group: 41.2 on a prostate-specific anxiety instrument compared to 51.7 in the UC group (p = 0.13).ED participants reported better overall quality of life while awaiting biopsy compared to the UC group (76.4 vs. 48.5, p = 0.01).The small number of men in the ED group who went on to be diagnosed with cancer reported being better informed about the risks and side effects of each option compared to men diagnosed with cancer in the UC group (p = 0.07).In qualitative discussions, men generally reported they found the pre-biopsy materials to be helpful and indicated having information about possible treatment options reduced their anxiety.However, 2 of 18 men reported they did not want to think about treatment options until after they knew their biopsy results.CONCLUSIONS: In this small sample offering pre-biopsy education about potential treatment options was generally well received by patients, appeared to be beneficial to men who went on to be diagnosed, and did not appear to increase anxiety unnecessarily among those who had a negative biopsy.",0,0,0,0
21996087,"RT-PCR versus immunohistochemistry for correlation and quantification of ERCC1, BRCA1, TUBB3 and RRM1 in NSCLC.BACKGROUND: Customized chemotherapy is increasingly used in the management of patients with advanced non-small cell lung cancer (NSCLC).However, the most reliable methodology to determine biomarker status is neither fully elucidated nor agreed upon.Accordingly, we evaluated the predictive efficiency of qRT-PCR and immunohistochemical analysis (IHC) on excision cross complementation group 1 (ERCC1), breast cancer susceptibility gene 1 (BRCA1), ribonucleotide reductase subunit M1 (RRM1) and class III beta-tubulin (TUBB3).PATIENTS AND METHODS: IHC and qRT-PCR on ERCC1, BRCA1, RRM1 and TUBB3 were performed on surgically resected tissue samples from NSCLC-patients included in a randomized trial.The median values of the biomarker expression dichotomized the population and were correlated to clinical endpoints.RESULTS: Representative tissue samples from 33 patients showed no significant correlations between mRNA and protein expression.Predictive impact was demonstrated for all four biomarkers, when assessed by IHC, and reached significance for overall survival in patients with ERCC1-negative (14.3 vs. 8.5 months, p=0.018) and TUBB3-negative (18.5 vs. 11.10, p=0.027) tumours, while this was not the case for qRT-PCR.CONCLUSIONS: IHC discriminated more effectively than qRT-PCR across four NSCLC-relevant biomarkers.The findings are further supported by the demonstrated lack of correlation between transcript and protein.",0,0,0,0
24960402,"A phase IIa dose-finding and safety study of first-line pertuzumab in combination with trastuzumab, capecitabine and cisplatin in patients with HER2-positive advanced gastric cancer.BACKGROUND: Pertuzumab plus trastuzumab provides a more comprehensive blockade of HER2 signalling than trastuzumab alone.Therefore, we conducted a phase IIa study of the pharmacokinetics and safety of pertuzumab plus trastuzumab and chemotherapy in advanced gastric cancer (aGC).METHODS: Patients received pertuzumab 840 mg for cycle 1 and 420 mg q3w for cycles 2-6 (Arm A) or pertuzumab 840 mg q3w for six cycles (Arm B).Trastuzumab, cisplatin and capecitabine were also given for six cycles, then trastuzumab q3w until disease progression or unmanageable toxicity.The co-primary endpoints were day 43 pertuzumab serum trough concentration (Cmin) and safety.RESULTS: Thirty patients were randomised.Mean pertuzumab Cmin at day 43 was 40.0 mug ml(-1) (s.d.: 17.3) in Arm A and 62.7 mug ml(-1) (29.1) in Arm B. Mean day 43 Cmin in Arm A was ~37% lower than that seen in metastatic breast cancer.The safety profiles were similar between arms and treatment was well tolerated.Partial responses were achieved by 86% and 55% of patients in Arms A and B, respectively.CONCLUSIONS: On the basis of the pharmacokinetic and safety data, the 840 mg q3w pertuzumab dose has been selected for a phase III study of pertuzumab, trastuzumab and chemotherapy in HER2-positive aGC.",1,1,1,1
23559149,"FOLFOX4 plus cetuximab administered weekly or every second week in the first-line treatment of patients with KRAS wild-type metastatic colorectal cancer: a randomized phase II CECOG study.BACKGROUND: This randomized phase II study investigated first-line chemotherapy plus cetuximab administered every second week in KRAS wild-type metastatic colorectal cancer.PATIENTS AND METHODS: Patients received FOLFOX4 plus either standard weekly cetuximab (arm 1) or cetuximab (500 mg/m(2)) every second week (arm 2), until disease progression or unacceptable toxicity.Primary end point was the objective response rate (ORR).Progression-free survival (PFS), overall survival (OS), disease control rate (DCR) and safety were also investigated.The study was not powered to establish non-inferiority, but aimed at the estimation of treatment differences.RESULTS: Of 152 randomized eligible patients, 75 were treated in arm 1 and 77 in arm 2; ORRs [53% versus 62%, odds ratio 1.40, 95% confidence interval (CI) 0.74-2.66], PFS [median 9.5 versus 9.2 months, hazard ratio (HR) 0.92, 95% CI 0.63-1.34], OS (median 25.8 versus 23.0 months, HR 0.86, 95% CI 0.56-1.30) and DCR (87%) were comparable.HRs adjusted for baseline factors were 1.01 and 0.99 for PFS and OS, respectively.Frequencies of grade 3/4 adverse events in arms 1 versus 2 were similar: most common were neutropenia (28% versus 34%) and rash (15% versus 17%).CONCLUSIONS: Activity and safety of FOLFOX4 plus either cetuximab administered weekly or every second week were similar.",1,1,1,1
25348255,"Estrogen receptor beta agonist LY500307 fails to improve symptoms in men with enlarged prostate secondary to benign prostatic hypertrophy.BACKGROUND: To assess the efficacy and safety of LY500307, a selective estrogen receptor beta agonist, on lower urinary tract symptoms (LUTS) in patients with enlarged prostate secondary to BPH.METHODS: In a randomized, double-blind, placebo-controlled, parallel phase 2, efficacy and safety study, eligible patients with moderate to severe LUTS and prostatic enlargement (30 ml) were randomized to placebo or LY500307 at 1, 3, 10 and 25 mg once daily for 24 weeks.Primary efficacy end point was change in total International Prostate Symptoms Score (IPSS) after 24 weeks.Secondary end points included changes in total prostate volume (TPV) that served as a proof of concept end point, as well as IPSS quality of life, maximum peak urine flow rate (Qmax) and PSA and safety (adverse events, laboratory test).RESULTS: A total of 414 patients were randomized when the study was terminated because of insufficient TPV reduction, based on a priori defined interim analysis.The IPSS mean change from baseline to end point was -3.4+/-6.8 in the placebo group and -1.3+/-6.6, -2.6+/-7.0, -3.7+/-6.7 and -4.4+/-5.7 in the 1, 3, 10 and 25 mg LY500307-treated groups, respectively (P>0.05).Similarly, no treatment effect was observed for any of the secondary efficacy measures.Incidence of adverse events was comparable between treatment groups, and no clinically meaningful changes in laboratory tests were observed.CONCLUSIONS: LY500307 was well tolerated in BPH patients with LUTS at doses up to 25 mg once daily for 24 weeks.The study was terminated early because of inadequate efficacy.",0,0,0,0
23871490,"2 years versus 1 year of adjuvant trastuzumab for HER2-positive breast cancer (HERA): an open-label, randomised controlled trial.BACKGROUND: Trastuzumab has established efficacy against breast cancer with overexpression or amplification of the HER2 oncogene.The standard of care is 1 year of adjuvant trastuzumab, but the optimum duration of treatment is unknown.We compared 2 years of treatment with trastuzumab with 1 year of treatment, and updated the comparison of 1 year of trastuzumab versus observation at a median follow-up of 8 years, for patients enrolled in the HERceptin Adjuvant (HERA) trial.METHODS: The HERA trial is an international, multicentre, randomised, open-label, phase 3 trial comparing treatment with trastuzumab for 1 and 2 years with observation after standard neoadjuvant chemotherapy, adjuvant chemotherapy, or both in 5102 patients with HER2-positive early breast cancer.The primary endpoint was disease-free survival.The comparison of 2 years versus 1 year of trastuzumab treatment involved a landmark analysis of 3105 patients who were disease-free 12 months after randomisation to one of the trastuzumab groups, and was planned after observing at least 725 disease-free survival events.The updated intention-to-treat comparison of 1 year trastuzumab treatment versus observation alone in 3399 patients at a median follow-up of 8 years (range 0-10) is also reported.This study is registered with ClinicalTrials.gov, number NCT00045032.FINDINGS: We recorded 367 events of disease-free survival in 1552 patients in the 1 year group and 367 events in 1553 patients in the 2 year group (hazard ratio [HR] 0.99, 95% CI 0.85-1.14, p=0.86).Grade 3-4 adverse events and decreases in left ventricular ejection fraction during treatment were reported more frequently in the 2 year treatment group than in the 1 year group (342 [20.4%] vs 275 [16.3%] grade 3-4 adverse events, and 120 [7.2%] vs 69 [4.1%] decreases in left ventricular ejection fraction, respectively).HRs for a comparison of 1 year of trastuzumab treatment versus observation were 0.76 (95% CI 0.67-0.86, p<0.0001) for disease-free survival and 0.76 (0.65-0.88, p=0.0005) for overall survival, despite crossover of 884 (52%) patients from the observation group to trastuzumab therapy.INTERPRETATION: 2 years of adjuvant trastuzumab is not more effective than is 1 year of treatment for patients with HER2-positive early breast cancer.1 year of treatment provides a significant disease-free and overall survival benefit compared with observation and remains the standard of care.FUNDING: F Hoffmann-La Roche (Roche).",1,1,1,1
25678394,"Double-blinded, randomized phase II study using embolization with or without granulocyte-macrophage colony-stimulating factor in uveal melanoma with hepatic metastases.PURPOSE: To investigate the effects of immunoembolization with granulocyte-macrophage colony-stimulating factor (GM-CSF) in patients with uveal melanoma (UM) with liver-only metastasis.MATERIALS AND METHODS: In this double-blind phase II clinical trial, patients were randomized to undergo immunoembolization or bland embolization (BE).Lobar treatment was performed with GM-CSF or normal saline solution mixed with ethiodized oil followed by embolization with gelatin sponge emulsified with iodinated contrast medium.Fifty-two patients (immunoembolization, n = 25; BE, n = 27) were enrolled.Response was assessed after every two treatments.The primary endpoint was overall response rate (ORR) of liver metastases.Progression-free survival (PFS), overall survival (OS), and immunologic responses were secondary endpoints.RESULTS: There were five partial responses in the immunoembolization group (ORR, 21.2%; 90% confidence interval [CI], 10.3%-30.5%) and three in the BE group (ORR, 16.7%; 90% CI, 6.3%-26.9%).Stable disease was seen in 12 patients in the immunoembolization group and 19 in the BE group.OS times were 21.5 months (95% CI, 18.5-24.8 mo) with immunoembolization and 17.2 months (95% CI, 11.9-22.4 mo) with BE.The degree of proinflammatory cytokine production was more robust after immunoembolization and correlated with time to ""systemic"" extrahepatic progression.In the immunoembolization group, interleukin (IL)-6 levels at 1 hour (P = .001) and IL-8 levels at 18 hours after the procedure (P < .001) were significant predictors of longer systemic PFS.Moreover, a dose-response pattern was evident between posttreatment serum cytokine concentrations and systemic PFS.CONCLUSIONS: Immunoembolization induced more robust inflammatory responses, which correlated with the delayed progression of extrahepatic systemic metastases.",1,1,1,0
