pmid,sentence,format,population,purpose,label
23062232,"S-1 plus oxaliplatin versus capecitabine plus oxaliplatin for first-line treatment of patients with metastatic colorectal cancer: a randomised, non-inferiority phase 3 trial.BACKGROUND: Capecitabine plus oxaliplatin (CapeOX) is one of the reference doublet cytotoxic chemotherapy treatments for patients with metastatic colorectal cancer.We aimed to compare the efficacy and safety of CapeOX with that of S-1 plus oxaliplatin (SOX), a promising alternative treatment for patients with metastatic colorectal cancer.METHODS: In this open-label, multicentre, randomised phase 3 trial, we randomly assigned patients (1:1) from 11 institutions in South Korea to receive either CapeOX (capecitabine 1000 mg/m(2) twice daily on days 1-14 and oxaliplatin 130 mg/m(2) on day 1) or SOX (S-1 40 mg/m(2) twice daily on days 1-14 and oxaliplatin 130 mg/m(2) on day 1).Treatment was repeated every 3 weeks and continued for as many as nine cycles of oxaliplatin-containing chemotherapy, except in instances of disease progression, unacceptable toxicity, or a patient's refusal.Maintenance chemotherapy with S-1 or capecitabine was allowed after discontinuation of oxaliplatin.Randomisation was done with a computer-generated sequence (stratified by primary sites, previous adjuvant or neoadjuvant treatment, and the presence of measurable lesions).The primary endpoint was to show non-inferiority of SOX relative to CapeOX in terms of progression-free survival (PFS).The primary analysis was by intention to treat.This study is registered with ClinicalTrials.gov, number NCT00677443.FINDINGS: Between May 14, 2008, and Sept 23, 2009, we randomly assigned 168 patients to receive SOX and 172 to receive CapeOX.Median PFS was 8.5 months (95% CI 7.6-9.3) in the SOX group and 6.7 months (6.2-7.1) in the CapeOX group (hazard ratio, 0.79 [95% CI 0.60-1.04]; p(non-inferiority)<0.0001, p(log-rank)=0.09).The upper limit of the CI was below the predefined margin of 1.43, showing the non-inferiority of SOX to CapeOX.We recorded a higher incidence of grade 3-4 neutropenia (49 [29%] vs 24 [15%]), thrombocytopenia (37 [22%] vs 11 [7%]), and diarrhoea (16 [10%] vs seven [4%]) in the SOX group than in the CapeOX group.The frequency of any grade of hand-foot syndrome was greater in the CapeOX group than it was in the SOX group (51 [31%] vs 23 [14%]).INTERPRETATION: The SOX regimen could be an alternative first-line doublet chemotherapy strategy for patients with metastatic colorectal cancer.Further investigation is needed to explore its potential when used together with other targeted agents or as adjuvant chemotherapy.FUNDING: Korea Healthcare Technology Research and Development Project, Ministry of Health and Welfare, South Korea.",0,0,0,0
26046796,"Erlotinib is effective in pancreatic cancer with epidermal growth factor receptor mutations: a randomized, open-label, prospective trial.OBJECTIVE: To analyze the efficacy of gemcitabine with or without erlotinib for pancreatic cancer, and to determine the predictive role of epidermal growth factor receptor (EGFR) and KRAS mutations in these patients.METHODS: This was a single-center, randomized, open-label, prospective trial.Eighty-eight chemotherapy-naive metastatic pancreatic cancer patients were randomized for treatment with gemcitabine or gemcitabine plus erlotinib.EGFR and KRAS mutations were analyzed, respectively.The primary endpoint was the disease control rate.RESULTS: Disease control rate (64% vs. 25%; P < 0.001), progression-free survival (median 3.8 vs. 2.4 months; P < 0.001), and overall survival (median 7.2 vs. 4.4 months; P < 0.001) were better in the gemcitabine plus erlotinib group than in the gemcitabine alone group.In the gemcitabine plus erlotinib group, disease control (85% vs. 33%; P = 0.001), progression-free survival (median 5.9 vs. 2.4 months; P = 0.004), and overall survival (median 8.7 vs. 6.0 months; P = 0.044) were better in patients with EGFR mutations than in those without EGFR mutations.KRAS mutation was not associated with treatment response or survival.CONCLUSIONS: Gemcitabine plus erlotinib is more effective than gemcitabine alone for treating metastatic pancreatic cancer patients, especially those with EGFR mutations.ClinicalTrials.gov number, NCT01608841.",1,1,1,1
27022118,"Intracranial Efficacy of Crizotinib Versus Chemotherapy in Patients With Advanced ALK-Positive Non-Small-Cell Lung Cancer: Results From PROFILE 1014.PURPOSE: Intracranial efficacy of first-line crizotinib versus chemotherapy was compared prospectively in the phase III PROFILE 1014 study in ALK-positive non-small-cell lung cancer.PATIENTS AND METHODS: Patients were randomly assigned to receive crizotinib (250 mg twice daily; n = 172) or chemotherapy (pemetrexed 500 mg/m(2) plus cisplatin 75 mg/m(2) or carboplatin at area under the curve 5 to 6, every 3 weeks for </= six cycles; n = 171).Patients with stable treated brain metastases (tBM) were eligible.Intracranial efficacy was assessed at baseline and every 6 or 12 weeks in patients with or without known brain metastases (BM), respectively; intracranial time to tumor progression (IC-TTP; per protocol) and intracranial disease control rate (IC-DCR; post hoc) were measured.The intent-to-treat population was also assessed.RESULTS: Of 343 patients in the intent-to-treat population, 23% had tBM at baseline.A nonsignificant IC-TTP improvement was observed with crizotinib in the intent-to-treat population (hazard ratio [HR], 0.60; P = .069), patients with tBM (HR, 0.45; P = .063), and patients without BM (HR, 0.69; P = .323).Among patients with tBM, IC-DCR was significantly higher with crizotinib versus chemotherapy at 12 weeks (85% v 45%, respectively; P < .001) and 24 weeks (56% v 25%, respectively; P = .006).Progression-free survival was significantly longer with crizotinib versus chemotherapy in both subgroups (tBM present: HR, 0.40; P < .001; median, 9.0 v 4.0 months, respectively; BM absent: HR, 0.51; P < .001; median, 11.1 v 7.2 months, respectively) and in the intent-to-treat population (HR, 0.45; P < .001; median, 10.9 v 7.0 months, respectively).CONCLUSION: Compared with chemotherapy, crizotinib demonstrated a significantly higher IC-DCR in patients with tBM.Improvements in IC-TTP were not statistically significant in patients with or without tBM, although sensitivity to detect treatment differences in or between the two subgroups was low.",1,1,1,1
23497452,"A randomized trial to assess the biological activity of short-term (pre-surgical) fulvestrant 500 mg plus anastrozole versus fulvestrant 500 mg alone or anastrozole alone on primary breast cancer.INTRODUCTION: Fulvestrant shows dose-dependent biological activity.Greater estrogen-receptor (ER) blockade may feasibly be achieved by combining fulvestrant with anastrozole.This pre-surgical study compared fulvestrant plus anastrozole versus either agent alone in patients with ER-positive breast cancer.METHODS: In this double-blind, multicenter trial, 121 patients received fulvestrant 500 mg on Day 1 plus anastrozole 1 mg/day for 14 to 21 days (F + A); fulvestrant plus anastrozole placebo (F); or fulvestrant placebo plus anastrozole (A), 2 to 3 weeks before surgery.ER, progesterone-receptor (PgR) and Ki67 expression were determined from tumor biopsies before treatment and at surgery.RESULTS: A total of 103 paired samples were available (F, n = 35; F+A, n = 31; A, n = 37).All treatments significantly reduced mean ER expression from baseline (F: -41%, P = 0.0001; F + A: -39%, P = 0.0001; A: -13%, P = 0.0034).F and F + A led to greater reductions in ER versus A (both P = 0.0001); F + A did not lead to additional reductions versus F. PgR and Ki67 expression were significantly reduced with all treatments (means were -34% to -45%, and -75% to -85%, respectively; all P = 0.0001), with no differences between groups.CONCLUSIONS: In this short-term study, all treatments reduced ER expression, although F and F + A showed greater reductions than A. No significant differences were detected between the treatment groups in terms of PgR and Ki67 expression.No additional reduction in tumor biomarkers with combination treatment was observed, suggesting that F + A is unlikely to have further clinical benefit over F alone.TRIAL REGISTRATION: Clinicaltrials.gov NCT00259090.",1,1,1,1
27114605,"Response to Cetuximab With or Without Irinotecan in Patients With Refractory Metastatic Colorectal Cancer Harboring the KRAS G13D Mutation: Australasian Gastro-Intestinal Trials Group ICECREAM Study.PURPOSE: RAS mutations predict lack of response to epidermal growth factor receptor monoclonal antibody therapy in patients with metastatic colorectal cancer (mCRC), but preclinical studies and retrospective clinical data suggest that patients with tumors harboring the exon 2 KRAS G13D mutation may benefit from cetuximab.We aimed to assess cetuximab monotherapy and cetuximab plus irinotecan in patients with molecularly selected (G13D mutation) chemotherapy-refractory mCRC in a randomized phase II trial of this rare molecular subtype.PATIENTS AND METHODS: Patients with chemotherapy-refractory KRAS G13D mutation-positive mCRC who had progressed within 6 months of irinotecan therapy were randomly assigned to cetuximab 400 mg/m(2) loading dose and then 250 mg/m(2) once per week with or without irinotecan 180 mg/m(2) once every 2 weeks.The primary end point was 6-month progression-free survival; secondary end points were response rate, overall survival, quality of life, and toxicity.RESULTS: Fifty-one of 53 patients recruited over 2 years were eligible.The 6-month progression-free survival rate was 10% (95% CI, 2% to 26%) for cetuximab versus 23% (95% CI, 9% to 40%) for cetuximab plus irinotecan with a hazard ratio of 0.74 (95% CI, 0.42 to 1.32).Response and stable disease rates were 0% and 58% for monotherapy versus 9% and 70% for combination treatment, respectively.Overall survival and quality of life were similar; toxicities were higher with combination therapy.CONCLUSION: In patients with G13D-mutated chemotherapy-refractory mCRC, there was no statistically significant improvement in disease control at 6 months with either cetuximab monotherapy or cetuximab plus irinotecan.No responses were seen with single-agent cetuximab.The responses observed with the combination of cetuximab and irinotecan may reflect true drug synergy or persistent irinotecan sensitivity.The ICECREAM (Irinotecan Cetuximab Evaluation and Cetuximab Response Evaluation Among Patients with a G13D Mutation) study demonstrates the need to prospectively evaluate hypotheses that were previously supported by retrospective analyses and exemplifies the value of international collaboration in trials of rare molecular subtypes.",1,1,1,1
22960769,"Early initiation of gonadotropin-releasing hormone antagonist in polycystic ovarian syndrome patients undergoing assisted reproduction: randomized controlled trial ISRCTN69937179.PURPOSE: To compare the implantation rates in two groups of women with Polycystic Ovary Syndrome (PCOS) after embryo transfer based on the initiation time of GnRH antagonist.Secondary outcome measures included clinical pregnancy, delivery and miscarriage rates.METHODS: This is a prospective, randomized trial in which 140 PCOS patients underwent ICSI, with 122 having ET performed.GnRH-antagonist was started on day 1 of stimulation in 69 patients (Group 1) or day 5 in 71 patients (Group 2).RESULTS: The overall implantation rate in Group 1 (46.2 %) was clinically higher than Group 2 (35.5 %), although not statistically significant (p = 0.075).For blastocysts transfer, the implantation rate in Group 1 was 55.1 %, compared to 40.4 % in Group 2 (p = 0.051).There was a clinically, but not statistically, higher clinical pregnancy rate (68.3 % vs. 56.5 %) and delivery rate (60.0 % vs. 53.2 %) per transfer in Group 1 compared to Group 2, respectively.There was a statistically significant lower biochemical pregnancy rate in Group 1 (2.4 %) compared to Group 2 (18.6 %) [p = 0.015].There was no difference in miscarriage rates between the two groups.CONCLUSION: Our data suggest that early initiation of GnRH antagonist on day 1 of ovarian stimulation in PCOS patients undergoing ICSI-ET may improve implantation rates, especially after blastocyst transfer.",0,0,0,0
26069178,"Neoadjuvant Chemotherapy for Locally Advanced Squamous Carcinoma of Oral Cavity: a Pilot Study.To evaluate the effect of adding neoadjuvant chemotherapy to surgery and radiation therapy for locally advanced resectable oral cavity squamous cell carcinoma, 24 patients with T3 or T4a oral cavity squamous cell carcinoma were randomly assigned to surgery alone or Docetaxel, Cisplatin, and 5-FU (TPF) induction chemotherapy followed by surgery.All patients were planned to receive chemoradiotherapy after surgery.The primary end-points were organ preservation and progression-free-survival.SPSS version 17 was used for data analysis.Median follow-up was 16 months.The median age of the patients was 62 years old (23-75 years).Man/woman ratio was 1.13.The primary site of the tumor was the tongue in most patients (48%).No significant difference was observed between pathologic characteristics of the two groups.Chemotherapy group showed 16% complete pathologic response to TPF.No significant difference in organ preservation surgery or overall survival was detected.However, the patients in the chemotherapy group had longer progression-free-survival (P=0.014).Surgery followed by chemoradiotherapy with or without TPF induction results in similar survival time.However, progression-free-survival improves with the TPF induction chemotherapy.Studies with more patents and new strategies are recommended to evaluate organ preservation improvement and long-term outcomes.",1,1,1,0
26194361,"Carboplatin/taxane-induced gastrointestinal toxicity: a pharmacogenomics study on the SCOTROC1 trial.Carboplatin/taxane combination is first-line therapy for ovarian cancer.However, patients can encounter treatment delays, impaired quality of life, even death because of chemotherapy-induced gastrointestinal (GI) toxicity.A candidate gene study was conducted to assess potential association of genetic variants with GI toxicity in 808 patients who received carboplatin/taxane in the Scottish Randomized Trial in Ovarian Cancer 1 (SCOTROC1).Patients were randomized into discovery and validation cohorts consisting of 404 patients each.Clinical covariates and genetic variants associated with grade III/IV GI toxicity in discovery cohort were evaluated in replication cohort.Chemotherapy-induced GI toxicity was significantly associated with seven single-nucleotide polymorphisms in the ATP7B, GSR, VEGFA and SCN10A genes.Patients with risk genotypes were at 1.53 to 18.01 higher odds to develop carboplatin/taxane-induced GI toxicity (P<0.01).Variants in the VEGF gene were marginally associated with survival time.Our data provide potential targets for modulation/inhibition of GI toxicity in ovarian cancer patients.",0,0,0,0
22658389,"Randomized trial comparing the 22-gauge aspiration and 22-gauge biopsy needles for EUS-guided sampling of solid pancreatic mass lesions.BACKGROUND: To overcome limitations of cytology, biopsy needles have been developed to procure histologic samples during EUS.OBJECTIVE: To compare 22-gauge (G) FNA and 22G biopsy needles (FNB) for EUS-guided sampling of solid pancreatic masses.DESIGN: Randomized trial.SETTING: Tertiary-care medical center.PATIENTS: This study involved 56 patients with solid pancreatic masses.INTERVENTION: Sampling of pancreatic masses by using 22G FNA or 22G FNB devices.MAIN OUTCOME MEASUREMENTS: Compare the median number of passes required to establish the diagnosis, diagnostic sufficiency, technical performance, complication rates, procurement of the histologic core, and quality of the histologic specimen.RESULTS: A total of 28 patients were randomized to the FNA group and 28 to the FNB group.There was no significant difference in median number of passes required to establish the diagnosis (1 [interquartile range 1-2.5] vs 1 [interquartile range 1-1]; P = .21), rates of diagnostic sufficiency (100% vs 89.3%; P = .24), technical failure (0 vs 3.6%; P = 1.0), or complications (3.6% for both) between FNA and FNB needles, respectively.Patients in whom diagnosis was established in passes 1, 2, and 3 were 64.3% versus 67.9%, 10.7% versus 17.9%, and 25% versus 3.6%, respectively, for FNA and FNB cohorts.There was no significant difference in procurement of the histologic core (100% vs 83.3%; P = .26) or the presence of diagnostic histologic specimens (66.7% vs 80%; P = .66) between FNA and FNB cohorts, respectively.LIMITATIONS: Only pancreatic masses were evaluated.CONCLUSION: Diagnostic sufficiency, technical performance, and safety profiles of FNA and FNB needles are comparable.There was no significant difference in yield or quality of the histologic core between the 2 needle types.",0,0,0,0
22494567,"Efficacy and safety of maintenance erlotinib in Asian patients with advanced non-small-cell lung cancer: a subanalysis of the phase III, randomized SATURN study.Maintenance therapy, commenced immediately after the completion of first-line chemotherapy, is a promising strategy for improving treatment outcomes in patients with non-small-cell lung cancer (NSCLC).The global phase III SequentiAl Tarceva in UnResectable NSCLC (SATURN) study evaluated the efficacy and safety of the epidermal growth factor receptor (EGFR) tyrosine-kinase inhibitor erlotinib as maintenance treatment in NSCLC patients without progression after first-line chemotherapy.We report a retrospective subanalysis of Asian patients enrolled in SATURN.Patients with advanced NSCLC with no evidence of progression after four cycles of chemotherapy were randomized to receive erlotinib 150 mg/day or placebo, until progressive disease or limiting toxicity.The co-primary endpoints of SATURN were progression-free survival (PFS) in all patients and in those with positive EGFR immunohistochemistry (IHC) status.Secondary endpoints included overall survival (OS), disease control rate, safety, quality of life (QoL) and biomarker analyses.In total, 126 patients from East and South-East Asian centers were randomized (14% of the intent-to-treat population): 88 from Korea, 28 from China and 10 from Malaysia; one patient was excluded from this analysis due to Indian ethnicity.PFS was significantly prolonged in the erlotinib treatment arm, both overall (hazard ratio [HR]: 0.57; p=0.0067) and in patients with EGFR IHC-positive disease (HR=0.50; p=0.0057).There was a trend towards an increase in OS, which reached statistical significance in the EGFR IHC-positive subgroup (p=0.0233).The overall response rate was significantly higher with erlotinib compared with placebo (24% versus 5%; p=0.0025).Erlotinib was generally well tolerated and had no negative impact on QoL in this subpopulation.The most common treatment-related adverse events were rash, diarrhea and pruritus.Erlotinib was effective and well tolerated in Asian patients, producing benefits consistent with those observed in the overall SATURN population.Maintenance treatment with erlotinib appears to be a useful option for the management of Asian patients with advanced NSCLC without progression after first-line chemotherapy.",1,1,1,1
25722381,"A randomized phase II study of the MEK1/MEK2 inhibitor trametinib (GSK1120212) compared with docetaxel in KRAS-mutant advanced non-small-cell lung cancer (NSCLC)dagger.BACKGROUND: KRAS mutations are detected in 25% of non-small-cell lung cancer (NSCLC) and no targeted therapies are approved for this subset population.Trametinib, a selective allosteric inhibitor of MEK1/MEK2, demonstrated preclinical and clinical activity in KRAS-mutant NSCLC.We report a phase II trial comparing trametinib with docetaxel in patients with advanced KRAS-mutant NSCLC.PATIENTS AND METHODS: Eligible patients with histologically confirmed KRAS-mutant NSCLC previously treated with one prior platinum-based chemotherapy were randomly assigned in a ratio of 2 : 1 to trametinib (2 mg orally once daily) or docetaxel (75 mg/m(2) i.v.every 3 weeks).Crossover to the other arm after disease progression was allowed.Primary end point was progression-free survival (PFS).The study was prematurely terminated after the interim analysis of 92 PFS events, which showed the comparison of trametinib versus docetaxel for PFS crossed the futility boundary.RESULTS: One hundred and twenty-nine patients with KRAS-mutant NSCLC were randomized; of which, 86 patients received trametinib and 43 received docetaxel.Median PFS was 12 weeks in the trametinib arm and 11 weeks in the docetaxel arm (hazard ratio [HR] 1.14; 95% CI 0.75-1.75; P = 0.5197).Median overall survival, while the data are immature, was 8 months in the trametinib arm and was not reached in the docetaxel arm (HR 0.97; 95% CI 0.52-1.83; P = 0.934).There were 10 (12%) partial responses (PRs) in the trametinib arm and 5 (12%) PRs in the docetaxel arm (P = 1.0000).The most frequent adverse events (AEs) in >/=20% of trametinib patients were rash, diarrhea, nausea, vomiting, and fatigue.The most frequent grade 3 treatment-related AEs in the trametinib arm were hypertension, rash, diarrhea, and asthenia.CONCLUSION: Trametinib showed similar PFS and a response rate as docetaxel in patients with previously treated KRAS-mutant-positive NSCLC.CLINICALTRIALSGOV REGISTRATION NUMBER: NCT01362296.",1,1,1,1
21679921,"A randomized controlled trial of emergency treatment of bleeding esophageal varices in cirrhosis for hepatocellular carcinoma.BACKGROUND: Ninety percent of patients with hepatocellular carcinoma (HCC) have cirrhosis.Bleeding esophageal varices (BEV) is a frequent complication of cirrhosis.Detection of HCC in cirrhotic patients with BEV has not been studied.METHODS: Two hundred eleven unselected patients with cirrhosis and BEV were randomized to endoscopic sclerotherapy (n = 106) or emergency portacaval shunt (n = 105).Diagnostic workup and treatment were initiated within 8 hours.Ninety-six percent had >10 years of follow-up.HCC screening involved serum alpha-fetoprotein (AFP) every 3 months, ultrasonography every 6 months, and selective computed tomography (CT).RESULTS: HCC occurred in 15 patients, all incurable, a mean of 2.94 years after entry.They died a mean 1.33 years after discovery.Serial AFP and ultrasound examinations were unrevealing over a mean of 2.3 years.The mean model of end-stage liver disease score was 12.7 at entry and 17.4 at HCC diagnosis.CONCLUSIONS: Long-term screening by AFP and ultrasound plus selective CT failed to detect HCC at a curable stage.The detection of HCC in cirrhotic patients with BEV remains a serious, unsolved problem.The use of CT for routine screening warrants consideration despite increased costs.",0,0,0,0
23821759,"Defective mismatch repair and benefit from bevacizumab for colon cancer: findings from NSABP C-08.National Surgical Adjuvant Breast and Bowel Project protocol C-08 tested the worth of adding 1 year of bevacizumab to oxaliplatin-based standard adjuvant chemotherapy regimen in the treatment of stage II/III colon cancer.Although the overall result was negative, the possibility that a molecularly defined subset could benefit from bevacizumab cannot be ruled out.We performed post hoc Cox regression analyses to test for marker-by-treatment interactions for standard pathological features and survival analyses using the Kaplan-Meier method.All statistical tests were two-sided and considered statistically significant at the .05 level.Patients diagnosed with mismatch repair defective (dMMR) tumors derived statistically significant survival benefit from the addition of bevacizumab (hazard ratio [HR] = 0.52; 95% confidence interval [CI] = 0.29 to 0.94; P = .02) in contrast with no benefit in patients diagnosed with mismatch repair proficient tumors (HR = 1.03; 95% CI = 0.84 to 1.27; p = .78; P(interaction)= .04).Although a post hoc finding, this data suggests that a molecularly defined subset of colon cancer patients may derive clinical benefit from antiangiogenesis agents and underscores the need for independent validation in other clinical trials.",0,0,0,0
