pmid,sentence,format,population,purpose,label
25284802,"Multicenter randomized controlled trial of percutaneous cryoablation versus radiofrequency ablation in hepatocellular carcinoma.UNLABELLED: Radiofrequency ablation (RFA) is considered a curative treatment option for hepatocellular carcinoma (HCC).Growing data have demonstrated that cryoablation represents a safe and effective alternative therapy for HCC, but no randomized controlled trial (RCT) has been reported to compare cryoablation with RFA in HCC treatment.The present study was a multicenter RCT aimed to compare the outcomes of percutaneous cryoablation with RFA for the treatment of HCC.In all, 360 patients with Child-Pugh class A or B cirrhosis and one or two HCC lesions </= 4 cm, treatment-naive, without metastasis were randomly assigned to cryoablation (n = 180) or RFA (n = 180).The primary endpoints were local tumor progression at 3 years after treatment and safety.Local tumor progression rates at 1, 2, and 3 years were 3%, 7%, and 7% for cryoablation and 9%, 11%, and 11% for RFA, respectively (P = 0.043).For lesions >3 cm in diameter, the local tumor progression rate was significantly lower in the cryoablation group versus the RFA group (7.7% versus 18.2%, P = 0.041).The 1-, 3-, and 5-year overall survival rates were 97%, 67%, and 40% for cryoablation and 97%, 66%, and 38% for RFA, respectively (P = 0.747).The 1-, 3-, and 5-year tumor-free survival rates were 89%, 54%, and 35% in the cryoablation group and 84%, 50%, and 34% in the RFA group, respectively (P = 0.628).Multivariate analyses demonstrated that Child-Pugh class B and distant intrahepatic recurrence were significant negative predictors for overall survival.Major complications occurred in seven patients (3.9%) following cryoablation and in six patients (3.3%) following RFA (P = 0.776).CONCLUSION: Cryoablation resulted in a significantly lower local tumor progression than RFA, although both cryoablation and RFA were equally safe and effective, with similar 5-year survival rates.",1,1,1,1
23890768,"Three-arm randomised controlled phase 2 study comparing pemetrexed and erlotinib to either pemetrexed or erlotinib alone as second-line treatment for never-smokers with non-squamous non-small cell lung cancer.BACKGROUND: This randomised controlled phase 2 study compared pemetrexed and erlotinib in combination with either agent alone in terms of efficacy and safety as second-line treatment in a clinically selected population of never-smokers with non-squamous non-small cell lung cancer (NSCLC).METHODS: Patients who had failed only one prior chemotherapy regimen and had Eastern Cooperative Oncology Group (ECOG) Performance Status (PS) </=2 were randomised to either: pemetrexed 500 mg/m(2) on day 1 plus erlotinib 150 mg daily on days 2-14; erlotinib 150 mg daily; or pemetrexed 500 mg/m(2) on day 1 of a 21-day cycle until discontinuation criteria were met.The primary endpoint, progression-free survival (PFS), was analysed using a multivariate Cox model.Firstly, a global comparison across the three arms was performed.If the global null hypothesis was rejected at a two-sided 0.2 significance level, pairwise comparisons of pemetrexed-erlotinib versus erlotinib or pemetrexed were then conducted using the same model.Statistical significance was claimed only if both global and pairwise null hypotheses were rejected at a two-sided 0.05 significance level.FINDINGS: A total of 240 patients (male, 35%; East Asian, 55%; ECOG PS 0-1, 93%) were included.A statistically significant difference in PFS was found across the three arms (global p=0.003), with pemetrexed-erlotinib significantly better than either single agent: HR=0.57, 95% confidence interval (CI): 0.40-0.81, p=0.002 versus erlotinib; HR=0.58, 95% CI: 0.39-0.85, p=0.005 versus pemetrexed.Median PFS (95% CI) was 7.4 (4.4, 12.9) months in pemetrexed-erlotinib, 3.8 (2.7, 6.3) months in erlotinib and 4.4 (3.0, 6.0) months in pemetrexed.Safety analyses showed a higher incidence of drug-related grade 3/4 toxicity in pemetrexed-erlotinib (60.0%) than in pemetrexed (28.9%) or erlotinib (12.0%); the majority being neutropenia, anaemia, rash and diarrhoea.INTERPRETATION: Pemetrexed-erlotinib significantly improved PFS compared to either drug alone in this clinically selected population.The combination had more toxicity, but was clinically manageable.",1,1,1,1
23104720,"Benefit of adjuvant trastuzumab-based chemotherapy in T1ab node-negative HER2-overexpressing breast carcinomas: a multicenter retrospective series.BACKGROUND: Randomized clinical trials showed the benefit of adjuvant trastuzumab-based chemotherapy (ATBC) for node-positive and/or >1 cm HER2+ breast carcinomas.No efficacy data have been published on ATBC in large series of pT1abN0 HER2+ tumors.PATIENTS AND METHODS: This retrospective study evaluated 276 cases of pT1abN0 HER2+ breast tumors in eight French cancer centers.Factors associated with prognosis and ATBC prescription were analyzed.RESULTS: A total of 129 cases (47%) were treated with ATBC (ATBC+), 19 with chemotherapy alone, 5 with trastuzumab alone, and 123 (45%) with neither trastuzumab nor chemotherapy (ATBC-).ATBC use was associated with the date of diagnosis (before or after June 2005) and with poor prognostic features.At a median follow-up of 44 months, there were 13 recurrences in the ATBC- group and 2 in the ATBC+ group.ATBC was associated with a significant survival benefit (99% 40-month disease-free survival for ATBC+ versus 93% for ATBC- cases; P = 0.018).Lack of hormone receptors (HRs) and the presence of lymphovascular invasion (LVI) were significantly associated with a poor prognosis and a greater benefit of ATBC.CONCLUSIONS: ATBC was associated with a significantly reduced risk of recurrence in pT1abN0 HER2+ tumors, and was more beneficial in HR- and/or LVI+ tumors.",0,0,0,0
24323034,"Targeted androgen pathway suppression in localized prostate cancer: a pilot study.PURPOSE: Ligand-mediated activation of the androgen receptor (AR) is critical for prostate cancer (PCa) survival and proliferation.The failure to completely ablate tissue androgens may limit suppression of PCa growth.We evaluated combinations of CYP17A and 5-alpha-reductase inhibitors for reducing prostate androgen levels, AR signaling, and PCa volumes.PATIENTS AND METHODS: Thirty-five men with intermediate/high-risk clinically localized PCa were randomly assigned to goserelin combined with dutasteride (ZD), bicalutamide and dutasteride (ZBD), or bicalutamide, dutasteride, and ketoconazole (ZBDK) for 3 months before prostatectomy.Controls included patients receiving combined androgen blockade with luteinizing hormone-releasing hormone agonist and bicalutamide.The primary outcome measure was tissue dihydrotestosterone (DHT) concentration.RESULTS: Prostate DHT levels were substantially lower in all experimental arms (0.02 to 0.04 ng/g v 0.92 ng/g in controls; P < .001).The ZBDK group demonstrated the greatest percentage decline in serum testosterone, androsterone, and dehydroepiandrosterone sulfate (P < .05 for all).Staining for AR and the androgen-regulated genes prostate-specific antigen and TMPRSS2 was strongly suppressed in benign glands and moderately in malignant glands (P < .05 for all).Two patients had pathologic complete response, and nine had </= 0.2 cm(3) of residual tumor (defined as a near-complete response), with the largest numbers of complete and near-complete responses in the ZBDK group.CONCLUSION: Addition of androgen synthesis inhibitors lowers prostate androgens below that achieved with standard therapy, but significant AR signaling remains.Tissue-based analysis of steroids and AR signaling is critical to informing the search for optimal local and systemic control of high-risk prostate cancer.",1,1,1,1
23899063,"Pathologic response and long-term follow-up in breast cancer patients treated with neoadjuvant chemotherapy: a comparison between classifications and their practical application.CONTEXT: Breast cancer is increasingly treated with neoadjuvant chemotherapy to improve surgical resectability and evaluate tumor response, which is assessed histopathologically.Several histopathologic classification systems have been previously described for assessment of treatment response.OBJECTIVES: To test performance in a side-by-side comparison of several histopathologic classification systems after neoadjuvant chemotherapy with clinical outcome.DESIGN: Sixty-two patients were enrolled in a randomized trial receiving sequential neoadjuvant chemotherapy with doxorubicin and paclitaxel.Histologic sections from the patients' tumors sampled before (core biopsy) and after treatment (excision or mastectomy) were reviewed.Histologic response was assessed following National Surgical Adjuvant Breast and Bowel Project protocol B18, Miller-Payne grading, Sataloff tumor and nodes, Residual Cancer Burden (RCB), and Residual Disease in Breast and Nodes (RDBN).Pathologic classification results were correlated with survival using Kaplan-Meier and Cox hazards regression with a median follow-up of 93 months.RESULTS: RDBN was associated with distant disease-free survival by univariate and multivariate analysis (P = .01 and .004, respectively), as were lymph node metastases (P = .02 and .01, respectively).Five patients (8%) had complete pathologic response after neoadjuvant chemotherapy, and none of them relapsed during the study period.Survival was shorter among patients with higher Residual Cancer Burden scores, but the associations were not significant.Miller-Payne grading and Sataloff tumor scores were not correlated with survival.CONCLUSIONS: Evaluation of breast specimens after neoadjuvant chemotherapy by the composite index RDBN correlates with long-term outcome.The residual disease in breast and nodes system is suitable for routinely processed pathology cases.This study confirms the importance of lymph node status after neoadjuvant chemotherapy and favorable outcome in patients with pathologic complete response.",0,0,0,0
25668505,"Effect of the treatment with beta-glucan in women with cervical cytologic report of atypical squamous cells of undetermined significance (ASCUS) and low-grade squamous intraepithelial lesions (L-SIL).AIM: The aim of this study was to evaluate the effect of beta-glucan in women with ASCUS or L-SIL, as detected by cervical cytologic screening.METHODS: A total of 356 women with ASCUS or L-SIL were enrolled and divided into two groups: 1) 176 patients, treated with topical beta-glucan; and 2) 180 patients who were only followed-up.The treatment consisted of two cycles of topical beta-glucan applied once a day for 20 consecutive days and treatment separated by ten days.The effect of beta-glucan was evaluated comparing Pap cytology results and colposcopic findings between treated patients and controls after 6 and 12 months of follow-up.RESULTS: After 6 months from enrollment, 63.1% (111/176) of patients treated with beta-glucan had a negative Pap smear versus 45% (81/180) of controls (P<0.001), and 43.4% (36/83) of treated patients versus 18.2% (14/77) of controls experienced the disappearance of colposcopic lesions (P=0.001).At the end of the 12-month follow up, 83.5% (147/176) of treated patients versus 60% (108/180) of controls had a negative Pap smear (P<0.001), and 55.4% (46/83) of treated patients versus 24.7% (19/77) of controls experienced the disappearance of colposcopic lesions (P<0.001).No side effects were observed in treated patients.CONCLUSION: beta-glucan increases the spontaneous regression rate of low-grade cytologic abnormalities as well as cervical findings.",0,0,0,0
24383843,"Imatinib 800 mg daily induces deeper molecular responses than imatinib 400 mg daily: results of SWOG S0325, an intergroup randomized PHASE II trial in newly diagnosed chronic phase chronic myeloid leukaemia.The standard dose of imatinib for newly diagnosed patients with chronic phase chronic myeloid leukaemia (CP-CML) is 400 mg daily (IM400), but the optimal dose is unknown.This randomized phase II study compared the rates of molecular, haematological and cytogenetic response to IM400 vs. imatinib 400 mg twice daily (IM800) in 153 adult patients with CP-CML.Dose adjustments for toxicity were flexible to maximize retention on study.Molecular response (MR) at 12 months was deeper in the IM800 arm (4-log reduction of BCR-ABL1 mRNA: 25% vs. 10% of patients, P = 0.038; 3-log reduction: 53% vs. 35%, P = 0.049).During the first 12 months BCR-ABL1 levels in the IM800 arm were an average 2.9-fold lower than in the IM400 arm (P = 0.010).Complete haematological response was similar, but complete cytogenetic response was higher with IM800 (85% vs. 67%, P = 0.040).Grade 3-4 toxicities were more common for IM800 (58% vs. 31%, P = 0.0007), and were most commonly haematological.Few patients have relapsed, progressed or died, but both progression-free (P = 0.048) and relapse-free (P = 0.031) survival were superior for IM800.In newly diagnosed CP-CML patients, IM800 induced deeper MRs than IM400, with a trend for improved progression-free and overall survival, but was associated with more severe toxicity.",1,1,1,1
24504441,"Functional and symptom impact of trametinib versus chemotherapy in BRAF V600E advanced or metastatic melanoma: quality-of-life analyses of the METRIC study.BACKGROUND: In a randomized phase III study, trametinib prolonged progression-free survival and improved overall survival versus chemotherapy in patients with BRAF V600 mutation-positive melanoma.PATIENTS AND METHODS: Patients' quality of life (QOL) was assessed at baseline and follow-up visits using the European Organisation for Research and Treatment of Cancer Core QOL questionnaire.RESULTS: In the primary efficacy population (BRAF V600E+, no brain metastases) from baseline to weeks 6 and 12, patients' global health status scores worsened by 4-5 points with chemotherapy but improved by 2-3 points with trametinib.Rapid and substantive reductions in QOL functionality (e.g. role functioning, 8-11 points at weeks 6 and 12) and symptom exacerbation (e.g. fatigue, 4-8 points; nausea and vomiting, 5 points, both at weeks 6 and 12) were observed in chemotherapy-treated patients.In contrast, trametinib-treated patients reported small improvements or slight worsening from baseline at week 12, depending on the functional dimension and symptom.The mean symptom-scale scores for chemotherapy-treated patients increased from baseline (symptoms worsened) for seven of eight symptoms at week 6 (except insomnia) and six of eight symptoms at week 12 (except dyspnea and insomnia).In contrast, at weeks 6 and 12, the mean symptom-scale scores for trametinib decreased from baseline (symptoms improved) for pain (11-12 points), insomnia (10-12 points), and appetite loss (1-5 points), whereas those for diarrhea worsened (15-16 points).Mixed-model repeated-measures analyses showed significant (P < 0.05) and/or clinically meaningful improvements (small to moderate) from baseline in favor of trametinib for global health; physical, role, and social functioning; fatigue; pain; insomnia; nausea and vomiting; constipation; dyspnea; and appetite at weeks 6 and/or 12.QOL results for the intent-to-treat population were consistent.CONCLUSIONS: This first QOL assessment for a MEK inhibitor in metastatic melanoma demonstrated that trametinib was associated with less functional impairment, smaller declines in health status, and less exacerbation of symptoms versus chemotherapy.",0,0,0,0
24105750,"A randomized study of interferon alpha-2b versus no treatment as consolidation after high dose therapy and autologous stem cell transplantation for patients with relapsed lymphoma.Patients with lymphoma who have experienced a first relapse or progression and have disease deemed sensitive to salvage chemotherapy nevertheless have a high likelihood of having a second relapse.To decrease the likelihood of a second relapse after high-dose therapy (HDT) and autologous stem cell transplantation (ASCT), interferon (IFN) alpha-2b was given in a prospective randomized international trial.Methods.In this trial, 221 patients with varying histologic diagnoses (8 small lymphocytic, 37 follicular, 9 mantle, 90 diffuse large B-cell, 20 peripheral T-cell, 3 high-grade B-cell non-Hodgkin lymphoma, and 54 Hodgkin lymphoma) were randomly assigned to receive no further treatment (arm A: 117 patients) or IFNalpha-2b, 3 MU three times weekly, for 18 months (arm B: 104 patients).Results.In arm B, 21 patients (20%) did not receive IFNalpha-2b because of early progression or absence of hematologic recovery, 29 patients (28%) completed the 18 months of treatment, and 54 patients (52%) interrupted treatment because of progression (23%) or toxicity (29%).Event-free survival and overall survival were not different between the two arms on an intent-to-treat analysis and also if analysis was restricted to patients who were alive and had not experienced disease progression three months after transplantation.The study was not sufficiently powered to evaluate effects in histologic subtypes.Conclusion.In this trial, post-autograft IFNalpha-2b did not improve outcomes in a heterogeneous group of patients with lymphoma.",1,1,1,1
23331518,"Efficacy of quadrivalent human papillomavirus (types 6, 11, 16 and 18) vaccine (GARDASIL) in Japanese women aged 18-26 years.A randomized double-blind placebo-controlled phase II trial was conducted to evaluate the efficacy of a prophylactic quadrivalent vaccine targeting the human papillomavirus (HPV) types most frequently associated with cervical cancer (types 16/18) and genital warts (types 6/11) in Japanese women aged 18-26 years.Participants were randomly assigned to either quadrivalent HPV (types 6/11/16/18) L1 virus-like particle vaccine (GARDASIL) (n = 509) or placebo (n = 512).Participants underwent regular gynecological examinations, cervicovaginal sampling for HPV DNA, testing for serum neutralizing antibodies to HPV and Papanicolau testing.The primary end-point was the combined incidence of persistent infection with HPV types 6, 11, 16 or 18 and cervical or external genital disease (i.e. cervical intraepithelial neoplasia, cervical cancer or external genital lesions related to HPV 6, 11, 16 or 18.Primary analyses were done per protocol.Combined incidence of persistent infection or disease with HPV 6, 11, 16 or 18 fell by 87.6% (95% confidence interval [CI], 59.2-97.6; P < 0.001), with HPV 6 or 11 by 73.1% (95% CI, -1.1-97.3; P = 0.0756) and with HPV 16 or 18 by 94.5% (95% CI, 65.2-99.9; P < 0.001) in those assigned vaccine compared with those assigned placebo.The median duration of follow up after month 7 in subjects was 23 months.In addition, the vaccine was well tolerated in Japanese women aged 18-26 years.Quadrivalent HPV vaccine could significantly reduce the acquisition of infection and clinical disease caused by HPV types 6, 11, 16 and 18.",0,0,0,0
