pmid,sentence,format,population,purpose,label
31200823,"Combination of icotinib and chemotherapy as first-line treatment for advanced lung adenocarcinoma in patients with sensitive EGFR mutations: A randomized controlled study.OBJECTIVE: To explore the efficacy and safety of icotinib with chemotherapy as first-line therapy for advanced lung adenocarcinoma in patients with sensitive epidermal growth factor receptor (EGFR) mutations.METHODS: This prospective, randomized, controlled trial was conducted in 10 general hospitals in Shandong Province, China.Previously untreated patients with advanced lung adenocarcinoma and sensitive EGFR mutations were recruited between January 16, 2014 and December 31, 2016 and randomly allocated to the combination group (icotinib plus pemetrexed and carboplatin) or the icotinib only group.The patients were followed up until May 23, 2018.The primary endpoint was progression-free survival (PFS).RESULTS: The efficacy analysis (intention-to-treat analysis) include 179 patients (n = 90 in the combination group and n = 89 in the icotinib only group).PFS was significantly longer in the combination group than in the icotinib only group (16.0 months vs. 10.0 months, hazard ratio [HR] = 0.59, 95% confidence interval [CI] 0.42-0.84, P = 0.003).The objective response rate and the disease control rate for the combination group were significantly higher than those for the icotinib only group (77.8% vs. 64.0%, chi(2) = 4.094, P = 0.043; 91.1% vs. 79.8%, chi(2) = 4.632, P = 0.031).However, overall survival did not differ between the two groups (36.0 months vs. 34.0 months, HR = 0.81, 95%CI 0.54-1.22, P = 0.309).The incidence rates of leukopenia and liver function damage of grades 3-4 were higher in the combination group than in the icotinib only group (12.2% vs. 0%, chi(2) = 11.086, P = 0.001; 12.2% vs. 3.5%, chi(2) = 4.488, P = 0.034).However, adverse events were resolved in most patients.CONCLUSION: Use of the combination of icotinib and chemotherapy as first-line therapy significantly improved the PFS of advanced lung adenocarcinoma patients with sensitive EGFR mutations.Although the combination therapy increased the incidence of leukopenia and liver function damage, the observed adverse events were tolerable and manageable.",1,1,1,1
25257375,"High plasma ghrelin protects from coronary heart disease and Leu72Leu polymorphism of ghrelin gene from cancer in healthy adults during the 19 years follow-up study.The aim of our investigation was to find out if ghrelin concentrations or polymorphisms predict the future risk for cardiovascular diseases and cancer in a population-based cohort initiated in 1991 (491 hypertensive and 513 control subjects).Total mortality and hospital events were followed up for 19 years.Fasting total ghrelin concentrations were determined and Arg51Gln, Leu72Met and -501 A > C polymorphisms identified.Cox regression analysis was performed.The mean value in the control cohort was 674 pg/ml whereas in the hypertensive cohort it was 661 pg/ml.The associations found suggest that in the controls the highest ghrelin quartile protected from CHD (coronary heart disease).The results were significant without or with adjustments for age, sex, smoking, systolic blood pressure and LDL cholesterol, BMI, type 2 diabetes or QUICK index.C/C variant of the promoter associated with the prevention of IHD (ischemic heart disease) in the hypertensive group (p<0.05).The controls with the Leu72Leu genotype had less cancer (p<0.05).In conclusion, high plasma ghrelin concentration was related to protection from CHD and Leu72Leu genotype to prevention of cancer in healthy adults during the 19 years follow-up.C/C promoter protects from IHD in the hypertensive subjects.",0,0,0,0
27764906,"A Multicenter Randomized Phase II Study of Docetaxel vs. Docetaxel Plus Cisplatin vs. Docetaxel Plus S-1 as Second-Line Chemotherapy in Metastatic Gastric Cancer Patients Who Had Progressed after Cisplatin Plus Either S-1 or Capecitabine.PURPOSE: This study evaluated the re-challenge of S-1 or cisplatin in combination with docetaxel in metastatic gastric cancer (MGC) that had progressed on a cisplatin plus either S-1 or capecitabine regimen.MATERIALS AND METHODS: Patients with progressive disease after first-line cisplatin plus S-1 or capecitabine were randomized to receive 3-week cycles of docetaxel 75 mg/m(2) intravenously (IV) on D1 (D), docetaxel 60 mg/m(2) IV plus cisplatin 60 mg/m(2) IV on D1 (DC), or docetaxel 60 mg/m(2) IV D1 plus oral S-1 30 mg/m(2) twice a day on D1-14 (DS).RESULTS: Seventy-two patients were randomized to the D (n=23), DC (n=24), or DS (n=25) group.The confirmed response rate was 4.3% (95% confidence interval [CI], 0% to 12.6%), 4.3% (95% CI, 0% to 12.6%), and 8.7% (95% CI, 0% to 20.2%) for the D, DC, and DS groups, respectively.Compared to the D arm, the DS arm had a better progression-free survival (2.7 months vs. 1.3 months, p=0.034) without any deterioration in safety or quality of life, whereas the DC arm had a similar progression-free survival (1.8 months vs. 1.3 months, p=0.804) and poorer overall survival (5.6 months vs. 10.0 months, p=0.035).CONCLUSION: A re-challenge with S-1, but not cisplatin, in combination with docetaxel has potential anticancer benefits over docetaxel alone in MGC with progression after prior cisplatin plus S-1 or capecitabine.",0,0,0,0
28958502,"Dacomitinib versus gefitinib as first-line treatment for patients with EGFR-mutation-positive non-small-cell lung cancer (ARCHER 1050): a randomised, open-label, phase 3 trial.BACKGROUND: Dacomitinib is a second-generation, irreversible EGFR tyrosine kinase inhibitor.We compared its efficacy and safety with that of the reversible EGFR tyrosine kinase inhibitor gefitinib in the first-line treatment of patients with advanced EGFR-mutation-positive non-small-cell lung cancer (NSCLC).METHODS: In this international, multicentre, randomised, open-label, phase 3 study (ARCHER 1050), we enrolled adults (aged >/=18 years or >/=20 years in Japan and South Korea) with newly diagnosed advanced NSCLC and one EGFR mutation (exon 19 deletion or Leu858Arg) at 71 academic medical centres and university hospitals in seven countries or special administrative regions.We randomly assigned participants (1:1) to receive oral dacomitinib 45 mg/day (in 28-day cycles) or oral gefitinib 250 mg/day (in 28-day cycles) until disease progression or another discontinuation criterion was met.Randomisation, stratified by race and EGFR mutation type, was done with a computer-generated random code assigned by a central interactive web response system.The primary endpoint was progression-free survival assessed by masked independent review in the intention-to-treat population.Safety was assessed in all patients who received at least one dose of study treatment.This study is registered with ClinicalTrials.gov, number NCT01774721, and is ongoing but no longer recruiting patients.FINDINGS: Between May 9, 2013, and March 20, 2015, 452 eligible patients were randomly assigned to receive dacomitinib (n=227) or gefitinib (n=225).Median duration of follow-up for progression-free survival was 22.1 months (95% CI 20.3-23.9).Median progression-free survival according to masked independent review was 14.7 months (95% CI 11.1-16.6) in the dacomitinib group and 9.2 months (9.1-11.0) in the gefitinib group (hazard ratio 0.59, 95% CI 0.47-0.74; p<0.0001).The most common grade 3-4 adverse events were dermatitis acneiform (31 [14%] of 227 patients given dacomitinib vs none of 224 patients given gefitinib), diarrhoea (19 [8%] vs two [1%]), and raised alanine aminotransferase levels (two [1%] vs 19 [8%]).Treatment-related serious adverse events were reported in 21 (9%) patients given dacomitinib and in ten (4%) patients given gefitinib.Two treatment-related deaths occurred in the dacomitinib group (one related to untreated diarrhoea and one to untreated cholelithases/liver disease) and one in the gefitinib group (related to sigmoid colon diverticulitis/rupture complicated by pneumonia).INTERPRETATION: Dacomitinib significantly improved progression-free survival over gefitinib in first-line treatment of patients with EGFR-mutation-positive NSCLC and should be considered as a new treatment option for this population.FUNDING: SFJ Pharmaceuticals Group and Pfizer.",1,1,1,1
28188670,"A randomized phase II trial of personalized peptide vaccine with low dose cyclophosphamide in biliary tract cancer.Since the prognosis of advanced biliary tract cancer (aBTC) still remains very poor, new therapeutic approaches, including immunotherapies, need to be developed.In the current study, we conducted an open-label randomized phase II study to test whether low dose cyclophosphamide (CPA) could improve antigen-specific immune responses and clinical efficacy of personalized peptide vaccination (PPV) in 49 previously treated aBTC patients.Patients with aBTC refractory to at least one regimen of chemotherapies were randomly assigned to receive PPV with low dose CPA (100 mg/day for 7 days before vaccination) (PPV/CPA, n = 24) or PPV alone (n = 25).A maximum of four HLA-matched peptides were selected based on the pre-existing peptide-specific IgG responses, followed by subcutaneous administration.T cell responses to the vaccinated peptides in the PPV/CPA arm tended to be greater than those in the PPV alone arm.The PPV/CPA arm showed significantly better progression-free survival (median time: 6.1 vs 2.9 months; hazard ratio (HR): 0.427; P = 0.008) and overall survival (median time: 12.1 vs 5.9 months; HR: 0.376; P = 0.004), compared to the PPV alone arm.The PPV alone arm, but not the PPV/CPA arm, showed significant increase in plasma IL-6 after vaccinations, which might be associated with inhibition of antigen-specific T cell responses.These results suggested that combined treatment with low dose CPA could provide clinical benefits in aBTC patients under PPV, possibly through prevention of IL-6-mediated immune suppression.Further clinical studies would be recommended to clarify the clinical efficacy of PPV/CPA in aBTC patients.",1,1,1,1
25081390,"NY-ESO-1 specific antibody and cellular responses in melanoma patients primed with NY-ESO-1 protein in ISCOMATRIX and boosted with recombinant NY-ESO-1 fowlpox virus.Vaccination strategies based on repeated injections of NY-ESO-1 protein formulated in ISCOMATRIX particles (NY-ESO-1 ISCOMATRIX) have shown to elicit combined NY-ESO-1 specific antibody and T cell responses.However, it remains unclear whether heterologous prime-boost strategies based on the combination with NY-ESO-1 ISCOMATRIX with different NY-ESO-1 boosting reagents could be used to increase NY-ESO-1 CD8(+) or CD4(+) T cell responses.To address this question, we carried out a randomized clinical trial in 39 high-risk, resected melanoma patients vaccinated with NY-ESO-1 ISCOMATRIX, and then boosted with repeated injections of either recombinant fowlpox virus encoding full length NY-ESO-1 (rF-NY-ESO-1) (Arm A) or NY-ESO-1 ISCOMATRIX alone (Arm B).We have comprehensively analyzed NY-ESO-1 specific T cells and B cells response in all patients before and after vaccination for a total of seven time points per patient.NY-ESO-1 ISCOMATRIX alone elicited a strong NY-ESO-1 specific CD4(+) T cell and antibody response, which was maintained by both regiments at similar levels.However, CD8(+) T cell responses were significantly boosted in 3 out of 18 patients in Arm A after the first rF-NY-ESO-1 injection and such responses were maintained until the end of the trial, while no patients in Arm B showed similar CD8(+) T cell responses.In addition, our results clearly identified immunodominant regions in the NY-ESO-1 protein: NY-ESO-179-102 and NY-ESO-1115-138 for CD4+ T cells and NY-ESO-185-108 for CD8+ T cells in a large proportion of vaccinated patients.These regions of NY-ESO-1 protein should be considered in future clinical trials as immunodominant epitopes.",1,1,1,1
29310613,"Efficacy of a telephone outcall program to reduce caregiver burden among caregivers of cancer patients [PROTECT]: a randomised controlled trial.BACKGROUND: Informal caregivers provide extended support to people with cancer but they receive little support from the health care system to assist them in their caring role.The aim of this single-blind, multi-centre, randomised controlled trial was to test the efficacy of a telephone outcall program to reduce caregiver burden and unmet needs, and improve psychological well-being among cancer caregivers, as well as evaluating the potential impact on patient outcomes.METHODS: Cancer patient/caregiver dyads (N = 216) were randomised to a telephone outcall program (n = 108) or attention control group (n = 108).The primary outcome was self-reported caregiver burden.Secondary endpoints included depressive symptoms, unmet needs, self-esteem, self-empowerment, and health literacy.Data were collected at baseline and at both 1 and 6 months post-intervention.An intention to treat analysis was performed.RESULTS: The intervention had no effect on the primary outcome (caregiver burden), but reduced the number of caregiver unmet needs (intervention group baseline, mean = 2.66, 95% confidence interval (CI) [1.91-3.54]; intervention group 1 month post intervention, mean = 0.85, 95%CI [0.42-1.44]; control group baseline, mean = 1.30 95%CI [0.80-1.94], control group 1 month post intervention, mean = 1.02 95%CI [0.52-1.69]; p = 0.023).For caregivers at risk for depression, the intervention had a significant effect on caregivers' confidence in having sufficient information to manage their health (p = 0.040).No effects were found for patients' depressive symptoms, unmet needs, self-empowerment, and other health literacy domains.CONCLUSIONS: While caregiver burden was not reduced, the outcall program was effective in reducing unmet needs in caregivers.Provision of cancer information and support via a telephone service may represent a feasible approach to reducing unmet needs among cancer caregiver populations.TRIAL REGISTRATION: ACTRN12613000731796 ; prospectively registered on 02/07/2013.",0,0,0,0
25196855,"Extramedullary relapse of acute leukemia after haploidentical hematopoietic stem cell transplantation: incidence, risk factors, treatment, and clinical outcomes.We examined the incidence, risk factors, treatment, and clinical outcomes of extramedullary relapse (EMR) in 961 acute leukemia patients undergoing HLA-haploidentical hematopoietic stem cell transplantation (haplo-HSCT) between 2002 and 2013.Multiple control subjects were selected at random from the same cohort and matched to EMR cases for diagnosis, disease status at HSCT, age at the time of the HSCT, and year of HSCT.Forty patients exhibited EMR, with a median time to EMR of 207 days.The cumulative incidence of EMR was 4.0% at 3 years, and the incidence was higher in acute lymphoblastic leukemia patients compared with acute myeloid leukemia patients (5.6% versus 2.4%).In the multivariate analysis, non-complete remission (CR) status at HSCT (hazard ratio [HR] = 4.6; P = .018) and non-chronic graft-versus-host disease after HSCT (HR = 3.2; P < .001) were the independent risk factors for EMR after haplo-HSCT.Twenty-seven patients received combination treatments, and the proportion of patients who achieved CR was higher than those who received single treatment.Multifocal involvement at EMR (HR = 2.7; P = .024) and non-CR after EMR treatments (HR = 4.6; P < .001) were the independent risk factors for poor survival rates among EMR patients.We found that graft-versus-leukemia effect may help to prevent EMR after haplo-HSCT.",0,0,0,0
25130401,"A randomized, open-label, multicentre, phase 2/3 study to evaluate the safety and efficacy of lumiliximab in combination with fludarabine, cyclophosphamide and rituximab versus fludarabine, cyclophosphamide and rituximab alone in subjects with relapsed chronic lymphocytic leukaemia.Lumiliximab is a chimeric monoclonal antibody that targets CD23 on the surface of chronic lymphocytic leukaemia (CLL) B-cells.Early phase clinical studies with lumiliximab alone and in combination with fludarabine, cyclophosphamide and rituximab (FCR) established its potential efficacy and tolerability.The 152CL201 trial [Lumiliximab with fludarabine, cyclophosphamide and rituximab (FCR) versus FCR alone in subjects with relapsed CLL; LUCID] was a phase 2/3, randomized (1:1), open-label, multicentre study of lumiliximab in combination with FCR versus FCR alone in patients with relapsed CLL.Six hundred and twenty-seven patients were randomized to either arm.Overall the combination of lumiliximab with FCR was not significantly better than FCR alone (overall response rate 71% vs. 72%, complete response rate 16% vs. 15%, median progression-free survival 24.6 vs. 23.9 months respectively, for FCR with and without lumiliximab).There was a slightly increased incidence of adverse events with lumiliximab but these increases did not appear to lead to differences in eventual outcomes.An interim analysis failed to show sufficient efficacy of the combination of lumiliximab with FCR.The study was therefore stopped early for lack of efficacy.Despite the eventual outcome, the LUCID trial is one of the largest studies that provides valuable insight into the efficacy and tolerability of FCR as a therapeutic option for patients with relapsed CLL.",1,1,1,1
22383680,"Influence of zoledronic acid on disseminated tumor cells in primary breast cancer patients.BACKGROUND: The presence of disseminated tumor cells (DTCs) in bone marrow of patients with early breast cancer (EBC) has been correlated with increased risk of metastatic disease or locoregional relapse.Zoledronic acid (ZOL) treatment has reduced DTCs in the bone marrow of patients with EBC in several studies.This controlled study sought to confirm these observations.PATIENTS AND METHODS: Patients with EBC and DTC-positive bone marrow were randomized (N = 96) to treatment with ZOL plus adjuvant systemic therapy or adjuvant systemic therapy alone.The change in DTC numbers at 12 months versus baseline was measured.RESULTS: DTC-positive patients treated with ZOL were more likely to become DTC-negative after 12 months of treatment compared with the controls (67% versus 35%; P = 0.009).At 12 months, DTC counts decreased to a mean of 0.5 +/- 0.8 DTCs in the ZOL group and to 0.9 +/- 0.8 DTCs in the control group.In addition, ZOL was generally well tolerated.CONCLUSIONS: Treatment with ZOL improves elimination of DTCs.Further studies are needed to determine whether the reduction in DTCs by ZOL provides clinical benefit.",1,1,1,1
