pmid,sentence,format,population,purpose,label
24004741,"A work-directed intervention to enhance the return to work of employees with cancer: a case study.The purpose of this case study was to describe how the return-to-work process evolved in an employee with cancer in the Netherlands and how a work-directed intervention supported this process.The patient was a 35-year old female employee diagnosed with cervix carcinoma.After surgery, the patient experienced depression, fatigue, fear of recurrence, and low mental working capacity.Communication with the occupational physician was difficult.A social worker at the hospital provided three counselling sessions aimed to support return to work and sent letters to the occupational physician to improve the communication.The support by the social worker helped the patient to resume work gradually and the sending of information from the treating physician and social worker improved the communication with the occupational physician.This resulted in the patient being able to achieve lasting return to work.This work-directed intervention was highly valued by the patient and could be an important addition to usual psycho-oncological care for employees with cancer.",0,0,0,0
23185750,"[Effects of qisheng mixture on chemotherapy induced myelosuppression in patients with colorectal cancer].OBJECTIVE: To observe the intervention of Qisheng Mixture (QM) on the chemotherapy induced myelosuppression in patients with colorectal cancer.METHODS: One hundred and twenty patients with colorectal cancer at Ruijin Hospital, Shanghai Jiaotong University School of Medicine were randomly assigned to the pure chemotherapy group (as the control group) and the QM + chemotherapy group (as the treatment group), 60 in each group.All patients received FOLFOX4 or XELOX regimen for totally 6 cycles.Patients in the treatment group took QM 150 mL at the end of chemotherapy, once in the morning and once in the evening for 7 successive days, totally 6 therapeutic courses.The total and average dosages of using granulocyte colony stimulating factor (G-CSF) were observed in all patients.The changes of white blood cell (WBC) counts were determined before chemotherapy and after the 6th chemotherapy.The hemoglobin (Hb), red blood cell (RBC), and platelet (PLT) counts were observed before chemotherapy, before the 4th chemotheray, and after the 6th chemotherapy.The clinical symptoms integrals (fatigue, liability to catch cold, aphthous stomatitis, pharyngalgia, pale complexion, poor appetite, vomiting, diarrhea, and so on) and the safety indicators (the functions of the liver and kidney, urine routines) were observed.The grading toxic and adverse reactions, KPS scoring, body weight, and the efficacy of the symptoms integrals were compared between the two groups.RESULTS: During the treatment period the total and average dosages of G-CSF used were larger in the control group than in the treatment group (P<0.01).After treatment the WBC count of the two groups were reduced with statistical difference (P<0.01).The WBC counts were higher in the treatment group than in the control group in the whole therapeutic process except the first chemotherapy (P<0.01, P<0.05).Compared with before treatment in the same group, RBC and PLT were reduced in the two groups before the 4th chemotherapy, RBC, Hb, and PLT were reduced after treatment (P<0.05, P<0.01).Better effects on body weight were obtained in the treatment group than in the control group with statistical difference (P<0.01).Compared with the control group, the clinical symptoms integrals such as fatigue, liability to catch cold, pharyngalgia, pale complexion, poor appetite, vomiting, and diarrhea were reduced (P<0.01).Compared with the control group, the toxic and adverse reactions were reduced in the treatment group before the 4th chemotherapy (P<0.01).CONCLUSIONS: QM could effectively intervene chemotherapy induced myelosuppression in patients with colorectal cancer.It was a safe Chinese medicine compound with lower toxicity.",0,0,0,0
25791173,"A Pilot Study to Investigate the Efficacy of Fibrin Sealant (Tisseel(R)) in the Loop Electrosurgical Excision Procedure.AIMS: The objective of the current study was to evaluate the efficacy and feasibility of fibrin sealant (Tisseel(R)) in the loop electrosurgical excision procedure (LEEP) for cervical intraepithelial neoplasia (CIN 2 or 3).METHODS: We designed a single-blind, prospective, randomized study in 40 consecutive women undergoing LEEP for CIN 2 or 3 at our institute.Two milliliters of fibrin sealant (Tisseel) was applied to the uterine cervix of 20 women immediately after LEEP surgery (treatment group).We evaluated abdominal pain, vaginal bleeding, vaginal discharge and impairment in daily living after 1 week using visual analogue scale questionnaires and compared the results with those of 20 women who did not receive fibrin sealant (control group).RESULTS: Among 40 women who returned for a follow-up 1 week after LEEP, 25 women (62.5%) reported at least one moderate to severe postprocedural symptom.The mean duration of moderate to severe vaginal bleeding and impairment in daily living during postoperative week 1 for the treatment group and the control group was 0.3 +/- 0.80 versus 1.7 +/- 2.36 days (p = 0.015) and 0.9 +/- 1.37 versus 3.00 +/- 2.62 days (p = 0.060), respectively.CONCLUSION: Intraoperative application of fibrin sealant (Tisseel) in LEEP can decrease postoperative vaginal bleeding and impairment in daily living.",0,0,0,0
24323034,"Targeted androgen pathway suppression in localized prostate cancer: a pilot study.PURPOSE: Ligand-mediated activation of the androgen receptor (AR) is critical for prostate cancer (PCa) survival and proliferation.The failure to completely ablate tissue androgens may limit suppression of PCa growth.We evaluated combinations of CYP17A and 5-alpha-reductase inhibitors for reducing prostate androgen levels, AR signaling, and PCa volumes.PATIENTS AND METHODS: Thirty-five men with intermediate/high-risk clinically localized PCa were randomly assigned to goserelin combined with dutasteride (ZD), bicalutamide and dutasteride (ZBD), or bicalutamide, dutasteride, and ketoconazole (ZBDK) for 3 months before prostatectomy.Controls included patients receiving combined androgen blockade with luteinizing hormone-releasing hormone agonist and bicalutamide.The primary outcome measure was tissue dihydrotestosterone (DHT) concentration.RESULTS: Prostate DHT levels were substantially lower in all experimental arms (0.02 to 0.04 ng/g v 0.92 ng/g in controls; P < .001).The ZBDK group demonstrated the greatest percentage decline in serum testosterone, androsterone, and dehydroepiandrosterone sulfate (P < .05 for all).Staining for AR and the androgen-regulated genes prostate-specific antigen and TMPRSS2 was strongly suppressed in benign glands and moderately in malignant glands (P < .05 for all).Two patients had pathologic complete response, and nine had </= 0.2 cm(3) of residual tumor (defined as a near-complete response), with the largest numbers of complete and near-complete responses in the ZBDK group.CONCLUSION: Addition of androgen synthesis inhibitors lowers prostate androgens below that achieved with standard therapy, but significant AR signaling remains.Tissue-based analysis of steroids and AR signaling is critical to informing the search for optimal local and systemic control of high-risk prostate cancer.",1,1,1,1
24276777,"Nurse navigators in early cancer care: a randomized, controlled trial.PURPOSE: To determine whether a nurse navigator intervention improves quality of life and patient experience with care for people recently given a diagnosis of breast, colorectal, or lung cancer.PATIENTS AND METHODS: Adults with recently diagnosed primary breast, colorectal, or lung cancer (n = 251) received either enhanced usual care (n = 118) or nurse navigator support for 4 months (n = 133) in a two-group cluster randomized, controlled trial with primary care physicians as the units of randomization.Patient-reported measures included the Functional Assessment of Cancer Therapy-General (FACT-G) Quality of Life scale, three subscales of the Patient Assessment of Chronic Illness Care (PACIC), and selected subscales from a cancer adaptation of the Picker Institute's patient experience survey.Self-report measures were collected at baseline, 4 months, and 12 months.Automated administrative data were used to assess time to treatment and total health care costs.RESULTS: There were no significant differences between groups in FACT-G scores.Nurse navigator patients reported significantly higher scores on the PACIC and reported significantly fewer problems with care, especially psychosocial care, care coordination, and information, as measured by the Picker instrument.Cumulative costs after diagnosis did not differ significantly between groups, but lung cancer costs were $6,852 less among nurse navigator patients.CONCLUSION: Compared with enhanced usual care, nurse navigator support for patients with cancer early in their course improves patient experience and reduces problems in care, but did not differentially affect quality of life.",0,0,0,0
27718781,"Adjuvant Sunitinib in High-Risk Renal-Cell Carcinoma after Nephrectomy.BACKGROUND: Sunitinib, a vascular endothelial growth factor pathway inhibitor, is an effective treatment for metastatic renal-cell carcinoma.We sought to determine the efficacy and safety of sunitinib in patients with locoregional renal-cell carcinoma at high risk for tumor recurrence after nephrectomy.METHODS: In this randomized, double-blind, phase 3 trial, we assigned 615 patients with locoregional, high-risk clear-cell renal-cell carcinoma to receive either sunitinib (50 mg per day) or placebo on a 4-weeks-on, 2-weeks-off schedule for 1 year or until disease recurrence, unacceptable toxicity, or consent withdrawal.The primary end point was disease-free survival, according to blinded independent central review.Secondary end points included investigator-assessed disease-free survival, overall survival, and safety.RESULTS: The median duration of disease-free survival was 6.8 years (95% confidence interval [CI], 5.8 to not reached) in the sunitinib group and 5.6 years (95% CI, 3.8 to 6.6) in the placebo group (hazard ratio, 0.76; 95% CI, 0.59 to 0.98; P=0.03).Overall survival data were not mature at the time of data cutoff.Dose reductions because of adverse events were more frequent in the sunitinib group than in the placebo group (34.3% vs. 2%), as were dose interruptions (46.4% vs. 13.2%) and discontinuations (28.1% vs. 5.6%).Grade 3 or 4 adverse events were more frequent in the sunitinib group (48.4% for grade 3 events and 12.1% for grade 4 events) than in the placebo group (15.8% and 3.6%, respectively).There was a similar incidence of serious adverse events in the two groups (21.9% for sunitinib vs. 17.1% for placebo); no deaths were attributed to toxic effects.CONCLUSIONS: Among patients with locoregional clear-cell renal-cell carcinoma at high risk for tumor recurrence after nephrectomy, the median duration of disease-free survival was significantly longer in the sunitinib group than in the placebo group, at a cost of a higher rate of toxic events.(Funded by Pfizer; S-TRAC ClinicalTrials.gov number, NCT00375674 .).",0,0,0,0
26951379,"AVAREG: a phase II, randomized, noncomparative study of fotemustine or bevacizumab for patients with recurrent glioblastoma.BACKGROUND: Few prospective studies have assessed the role of bevacizumab and included a control arm with standard treatments for recurrent glioblastoma.We conducted a noncomparative phase II trial (AVAREG) to examine the efficacy of bevacizumab or fotemustine in this setting.METHODS: Eligible patients were randomized 2:1 to receive bevacizumab (10 mg/kg every 2 weeks) or fotemustine (75 mg/m(2) on days 1, 8, and 15, then 100 mg/m(2) every 3 weeks after a 35-day interval).The primary endpoint was 6-month overall survival (OS) rate (OS-6).No formal efficacy comparison was made between the treatment arms.RESULTS: Ninety-one patients were enrolled (bevacizumab n = 59; fotemustine n = 32).Median age was 57 years (range, 28-78 y), and patients had Eastern Cooperative Oncology Group performance status of 0 (n = 42), 1 (n = 35), or 2 (n = 14).OS-6 rate was 62.1% (95% confidence interval [CI], 48.4-74.5) with bevacizumab and 73.3% (95% CI, 54.1-87.7) with fotemustine.OS-6 rates were lower in bevacizumab-treated patients with MGMT promoter methylated tumors than in those with unmethylated tumors (50% and 85%, respectively), but higher in fotemustine-treated patients (87.5% and 50%, respectively).OS rates at 9 months were 37.9% (95% CI, 25.5-51.6) and 46.7% (95% CI, 28.3-65.7) with bevacizumab and fotemustine, respectively, and median OS was 7.3 months (95% CI, 5.8-9.2) and 8.7 months (95% CI, 6.3-15.4), respectively.Toxicity was as expected with the 2 agents.CONCLUSION: Single-agent bevacizumab may have a role in patients with recurrent glioblastoma.",1,1,1,1
25581207,"Colorectal adenomas and diabetes: implications for disease prevention.AIM: This study assessed the baseline type II diabetes mellitus (T2DM) risk status among overweight patients with screen-detected colorectal adenomas and explored the implications of the findings for preventative practice.METHOD: Participants aged between 50 and 74 years (73% of whom were men) were recruited from four Scottish health boards and assessed for diabetes risk.Participants were categorized as at 'high' diabetes risk if glycated haemoglobin (HbA1c) was between 6.0 and 6.4% or fasting plasma glucose (FPG) was between 5.5 and 6.9 mmol/l and as potentially undiagnosed T2DM when HbA1c >/= 6.5% or FPG >/= 7 mmol/l.Secondary outcome measures included anthropometric measurements, blood pressure and the plasma lipid profile.The tests were repeated at 12 months and diabetes risk categories were reassessed following intervention procedures.RESULTS: Forty-seven (14.3%) of the 329 participants had a preexisting diagnosis of T2DM.Of the remainder with complete biochemistry results (n = 250), 19 (7.6%) were classified as having potentially undiagnosed T2DM and 125 (50.0%) as being at high risk of developing diabetes.More than a quarter of participants in all categories had raised waist circumference, hypertension and plasma lipids, indicative of raised cardiovascular risk.At 12 months' follow-up, the diabetes risk category diminished in 20% of the intervention group vs 11% in the controls [OR 2.26 (95% CI 1.03-4.96)].CONCLUSION: Our results suggest that a diagnosis of adenoma in overweight patients provides a health service opportunity for diabetes assessment, prevention and management in a high-risk population at a potentially teachable moment.",0,0,0,0
25604851,"Randomized multicenter phase III study of a modified docetaxel and cisplatin plus fluorouracil regimen compared with cisplatin and fluorouracil as first-line therapy for advanced or locally recurrent gastric cancer.BACKGROUND: The V325 study showed that docetaxel, cisplatin, and fluorouracil (DCF) prolonged overall survival (OS) of patients with advanced gastric cancer, but with a high incidence of dose-limiting toxicities.We investigated the efficacy and safety of a modified DCF (mDCF) regimen for Chinese patients with advanced gastric cancer.METHODS: Untreated advanced gastric cancer patients randomly received docetaxel and cisplatin at 60 mg/m(2) (day 1) followed by fluorouracil at 600 mg/m(2)/day (days 1-5; mDCF regimen) or cisplatin at 75 mg/m(2) (day 1) followed by fluorouracil at 600 mg/m(2)/day (days 1-5; CF) every 3 weeks.The primary end point was progression-free survival (PFS).The secondary end points were OS, overall response rate (ORR), time-to-treatment failure (TTF), and safety.RESULTS: In total, 243 patients were randomized to treatment (mDCF regimen 121; CF 122).Compared with CF, the mDCF regimen significantly improved PFS and OS: the median PFS was 7.2 and 4.9 months, respectively [hazard ratio (HR) 0.58, log-rank P = 0.0008], and the median OS was 10.2 and 8.5 months, respectively (HR = 0.71, P = 0.0319).Additionally, the mDCF regimen improved the parameters used as secondary objectives: the ORR was 48.7% with the mDCF regimen versus 33.9% with CF (P = 0.0244); the median TTF was 3.4 months with the mDCF regimen and 2.4 months with CF (HR = 0.67, P = 0.0027).Grade 3 and grade 4 treatment-related adverse events occurred in 77.3 % of patients who received the mDCF regimen versus 46.1% of patients who received CF (P < 0.001).CONCLUSIONS: The mDCF regimen, compared with CF, significantly prolonged PFS and OS and enhanced ORR of Chinese patients with advanced gastric cancer.The mDCF regimen achieved efficacy comparable to that of DCF but with fewer toxicities, which is appropriate for the Chinese population.",1,1,1,1
27091875,"Randomized phase 2 study: elotuzumab plus bortezomib/dexamethasone vs bortezomib/dexamethasone for relapsed/refractory MM.In this proof-of-concept, open-label, phase 2 study, patients with relapsed/refractory multiple myeloma (RRMM) received elotuzumab with bortezomib and dexamethasone (EBd) or bortezomib and dexamethasone (Bd) until disease progression/unacceptable toxicity.Primary endpoint was progression-free survival (PFS); secondary/exploratory endpoints included overall response rate (ORR) and overall survival (OS).Two-sided 0.30 significance level was specified (80% power, 103 events) to detect hazard ratio (HR) of 0.69.Efficacy and safety analyses were performed on all randomized patients and all treated patients, respectively.Of 152 randomized patients (77 EBd, 75 Bd), 150 were treated (75 EBd, 75 Bd).PFS was greater with EBd vs Bd (HR, 0.72; 70% confidence interval [CI], 0.59-0.88; stratified log-rank P = .09); median PFS was longer with EBd (9.7 months) vs Bd (6.9 months).In an updated analysis, EBd-treated patients homozygous for the high-affinity FcgammaRIIIa allele had median PFS of 22.3 months vs 9.8 months in EBd-treated patients homozygous for the low-affinity allele.ORR was 66% (EBd) vs 63% (Bd).Very good partial response or better occurred in 36% of patients (EBd) vs 27% (Bd).Early OS results, based on 40 deaths, revealed an HR of 0.61 (70% CI, 0.43-0.85).To date, 60 deaths have occurred (28 EBd, 32 Bd).No additional clinically significant adverse events occurred with EBd vs Bd.Grade 1/2 infusion reaction rate was low (5% EBd) and mitigated with premedication.In patients with RRMM, elotuzumab, an immunostimulatory antibody, appears to provide clinical benefit without added clinically significant toxicity when combined with Bd vs Bd alone.Registered to ClinicalTrials.gov as NCT01478048.",1,1,1,1
