pmid,sentence,format,population,purpose,label
30511130,"A New Feasible Technique for Polytetrafluoroethylene Suture Buttress-Reinforced Pancreaticojejunostomy (PBRP): Mechanical Analysis and a Prospective, Randomized Controlled Trial.OBJECTIVES: Postoperative pancreatic fistula (POPF) is a major concern after pancreatoduodenectomy (PD).We recently designed a new anastomotic method to reduce the rate of pancreatic fistula: polytetrafluoroethylene suture buttress-reinforced pancreaticojejunostomy (PBRP).METHODS: An animal model and a computer simulation were used to measure the maximum stress and tensile strength of the pancreas with and without the suture buttresses.Then, a randomized controlled trial (RCT) was performed to compare the outcome of PD between patients who underwent PBRP vs traditional pancreaticojejunostomy (TP).RESULTS: The maximum load in the animal model was significantly higher with the suture buttresses than without (5.47 +/- 1.67 N vs 3.72 +/- 1.36 N, p < 0.01), and in the computer simulation, the peak stress was lower with the suture buttresses than without (54.86 vs 486.8 MPa).There were no significant differences between the two groups in the overall frequency of POPF, but the rate of clinically relevant POPF was significantly lower in the PBRP group (2.8 vs 22.8%, p = 0.028).The pancreaticojejunostomy time was significantly longer in the PBRP group (19.57 +/- 3.31 vs 17.17 +/-4.83 min, p = 0.018), and the PBRP group showed a shorter drainage tube retention duration (10 vs 12 days, p = 0.006) and postoperative hospital stay (13 d vs 15 d, p = 0.031).CONCLUSIONS: PBRP is a feasible and reliable procedure for preventing clinically relevant POPF.Additional multi-institution randomized trials should be conducted to confirm these results.",0,0,0,0
25130401,"A randomized, open-label, multicentre, phase 2/3 study to evaluate the safety and efficacy of lumiliximab in combination with fludarabine, cyclophosphamide and rituximab versus fludarabine, cyclophosphamide and rituximab alone in subjects with relapsed chronic lymphocytic leukaemia.Lumiliximab is a chimeric monoclonal antibody that targets CD23 on the surface of chronic lymphocytic leukaemia (CLL) B-cells.Early phase clinical studies with lumiliximab alone and in combination with fludarabine, cyclophosphamide and rituximab (FCR) established its potential efficacy and tolerability.The 152CL201 trial [Lumiliximab with fludarabine, cyclophosphamide and rituximab (FCR) versus FCR alone in subjects with relapsed CLL; LUCID] was a phase 2/3, randomized (1:1), open-label, multicentre study of lumiliximab in combination with FCR versus FCR alone in patients with relapsed CLL.Six hundred and twenty-seven patients were randomized to either arm.Overall the combination of lumiliximab with FCR was not significantly better than FCR alone (overall response rate 71% vs. 72%, complete response rate 16% vs. 15%, median progression-free survival 24.6 vs. 23.9 months respectively, for FCR with and without lumiliximab).There was a slightly increased incidence of adverse events with lumiliximab but these increases did not appear to lead to differences in eventual outcomes.An interim analysis failed to show sufficient efficacy of the combination of lumiliximab with FCR.The study was therefore stopped early for lack of efficacy.Despite the eventual outcome, the LUCID trial is one of the largest studies that provides valuable insight into the efficacy and tolerability of FCR as a therapeutic option for patients with relapsed CLL.",1,1,1,1
25843292,"Cytokine induced killer cell-based immunotherapies in patients with different stages of renal cell carcinoma.Cytokine induced killer (CIK) cell-based treatments have shown antitumor activity against renal cell carcinoma (RCC) in vitro and in vivo. But the therapeutic options and benefits of various CIK cells were unknown for different stages of RCC.In this random clinical trial, the 3-year disease free survival (DFS) of operable RCC patients treated with autologous tumor lysate-pulsed dendritic cells co-cultured with cytokine induced killer (Ag-DC-CIK) was 96.7% compared with 57.7% in the control group.Ag-DC-CIK immunotherapy decreased the risk of post-operative disease progression and relapse (P = 0.0418).In inoperable RCC patients treated with CIK, the 3-year overall survival (OS) and progression-free survival (PFS) were significantly longer than the control group (P = 0.0116 and P = 0.0212).The CD4(+)/CD8(+) T cell ratio in peripheral blood increased after the last cell infusion in the CIK treatment group, and especially further increased in the Ag-DC-CIK treatment group (P = 0.002).No severe toxicity was observed after infusion of CIK cells.Therefore, tumor antigen-sensitized Ag-DC-CIK cells might be more efficient and personalized for the patients with tumor resection, and CIK cells could improve the prognosis for those inoperable patients.According to the stages of RCC patients, different CIK cell-based immunotherapies would help to achieve more beneficial effects.",1,1,1,1
23355041,"A randomized phase II study of gemcitabine and S-1 combination therapy versus gemcitabine monotherapy for advanced biliary tract cancer.PURPOSE: In order to confirm the impact of adding S-1 to gemcitabine, we conducted a randomized phase II study to compare the combination therapy of gemcitabine plus S-1 to gemcitabine monotherapy in patients with advanced biliary tract cancer.METHODS: Sixty-two patients with advanced cholangiocarcinoma or gallbladder cancer were randomized to either the combination therapy of gemcitabine and S-1 (gemcitabine 1,000 mg/m(2) on days 1 and 15 and S-1 40 mg/m(2) b.i.d.on days 1-14, repeated every 4 weeks) or gemcitabine monotherapy (gemcitabine 1,000 mg/m(2) on days 1, 8, and 15, repeated every 4 weeks).The primary endpoint of this study was response rate, and the regimen which showed the better response rate was selected as a candidate of phase III study.Tumor response was assessed every two cycles using Response Evaluation Criteria in Solid Tumors criteria version 1.0.RESULTS: The response rates of the combination therapy and the monotherapy were 20.0 and 9.4 %, respectively.The median time-to-progressions and overall survivals of these two treatments were nearly the same (5.6 vs. 4.3 months; 8.9 vs. 9.2 months).Adverse events occurred more frequently in the combination arm.CONCLUSIONS: The combination therapy of gemcitabine and S-1 showed the better response rate, but the superiority of this combination therapy was not clear in total.Because the standard of care changed to the combination therapy with gemcitabine and cisplatin during this study, it is difficult to select this combination therapy with a 4-week regimen as a candidate of phase III study.",1,1,1,1
33002438,"Adjuvant radiotherapy versus early salvage radiotherapy plus short-term androgen deprivation therapy in men with localised prostate cancer after radical prostatectomy (GETUG-AFU 17): a randomised, phase 3 trial.BACKGROUND: Adjuvant radiotherapy reduces the risk of biochemical progression in prostate cancer patients after radical prostatectomy.We aimed to compare adjuvant versus early salvage radiotherapy after radical prostatectomy, combined with short-term hormonal therapy, in terms of oncological outcomes and tolerance.METHODS: GETUG-AFU 17 was a randomised, open-label, multicentre, phase 3 trial done at 46 French hospitals.Men aged at least 18 years who had an Eastern Cooperative Oncology Group performance status of 1 or less, localised adenocarcinoma of the prostate treated with radical prostatectomy, who had pathologically-staged pT3a, pT3b, or pT4a (with bladder neck invasion), pNx (without pelvic lymph nodes dissection), or pN0 (with negative lymph nodes dissection) disease, and who had positive surgical margins were eligible for inclusion in the study.Eligible patients were randomly assigned (1:1) to either immediate adjuvant radiotherapy or delayed salvage radiotherapy at the time of biochemical relapse.Random assignment, by minimisation, was done using web-based software and stratified by Gleason score, pT stage, and centre.All patients received 6 months of triptorelin (intramuscular injection every 3 months).The primary endpoint was event-free survival.Efficacy and safety analyses were done on the intention-to-treat population.The trial is registered with ClinicalTrials.gov, NCT00667069.FINDINGS: Between March 7, 2008, and June 23, 2016, 424 patients were enrolled.We planned to enrol 718 patients, with 359 in each study group.However, on May 20, 2016, the independent data monitoring committee recommended early termination of enrolment because of unexpectedly low event rates.At database lock on Dec 19, 2019, the overall median follow-up time from random assignment was 75 months (IQR 50-100), 74 months (47-100) in the adjuvant radiotherapy group and 78 months (52-101) in the salvage radiotherapy group.In the salvage radiotherapy group, 115 (54%) of 212 patients initiated study treatment after biochemical relapse.205 (97%) of 212 patients started treatment in the adjuvant group.5-year event-free survival was 92% (95% CI 86-95) in the adjuvant radiotherapy group and 90% (85-94) in the salvage radiotherapy group (HR 0.81, 95% CI 0.48-1.36; log-rank p=0.42).Acute grade 3 or worse toxic effects occurred in six (3%) of 212 patients in the adjuvant radiotherapy group and in four (2%) of 212 patients in the salvage radiotherapy group.Late grade 2 or worse genitourinary toxicities were reported in 125 (59%) of 212 patients in the adjuvant radiotherapy group and 46 (22%) of 212 patients in the salvage radiotherapy group.Late genitourinary adverse events of grade 2 or worse were reported in 58 (27%) of 212 patients in the adjuvant radiotherapy group versus 14 (7%) of 212 patients in the salvage radiotherapy group (p<0.0001).Late erectile dysfunction was grade 2 or worse in 60 (28%) of 212 in the adjuvant radiotherapy group and 17 (8%) of 212 in the salvage radiotherapy group (p<0.0001).INTERPRETATION: Although our analysis lacked statistical power, we found no benefit for event-free survival in patients assigned to adjuvant radiotherapy compared with patients assigned to salvage radiotherapy.Adjuvant radiotherapy increased the risk of genitourinary toxicity and erectile dysfunction.A policy of early salvage radiotherapy could spare men from overtreatment with radiotherapy and the associated adverse events.FUNDING: French Health Ministry and Ipsen.",0,0,0,0
34597375,"Role of radiotherapy to bulky sites of advanced Hodgkin lymphoma treated with ABVD: final results of FIL HD0801 trial.The role of consolidation radiotherapy (RT) for bulky lesions is controversial in patients with advanced-stage Hodgkin lymphoma who achieve complete metabolic response (CMR) after doxorubicin, bleomycin, vinblastine, dacarbazine (ABVD)-based chemotherapy.We present the final results of the Fondazione Italiana Linfomi HD0801 trial, which investigated the potential benefit of RT in that setting.In this phase 3 randomized study, patients with a bulky lesion at baseline (a mass with largest diameter >/=5 cm) who have CMR after 2 and 6 ABVD cycles were randomly assigned 1:1 to RT vs observation (OBS) with a primary endpoint of event-free survival (EFS) at 2 years.The sample size was calculated estimating an EFS improvement for RT of 20% (from 60% to 80%).The secondary end point was progression-free survival (PFS).One hundred sixteen patients met the inclusion criteria and were randomly assigned to RT or OBS.Intention-to-treat (ITT) analysis showed a 2-year EFS of 87.8% vs 85.8% for RT vs OBS (hazard ratio [HR], 1.5; 95% confidence interval [CI], 0.6-3.5; P = .34).At 2 years, ITT-PFS was 91.3% vs 85.8% (HR, 1.2; 95% CI, 0.5-3; P = .7).Patients in CMR randomly assigned to OBS had a good outcome, and the primary end point of a 20% benefit in EFS for RT was not met.However, the sample size was underpowered to detect a benefit of 10% or less, keeping open the question of a potential, more limited role of RT in this setting.This trial was registered at www.clinicaltrials.gov as #NCT00784537.",0,0,0,0
23019943,"[Curative effect of 3D-CRT combined with gemcitabine concurrently with addition of Kanglaite Injection in treatment of locally advanced pancreatic].OBJECTIVE: To explore the efficacy of concurrent chemoradiotherapy combined with Kanglaite Injection (KI) for locally advanced pancreatic carcinoma patients.METHODS: Totally 50 patients unsuitable for surgery were randomly assigned to the treatment group and the control group, 25 in each group.Patients in the control group were treated with gemcitabine and concurrent 3D-CRT, while those in the treatment group were also treated with intravenous injection of KI (at 100 mL/d) for 21 successive days, 28 days as one cycle, two cycles with one week interval.The short-term curative effect, the survival time, the improvement of symptoms, the tumor markers, and adverse reactions were respectively observed for two years.RESULTS: The short-term curative effective rate (CR + PR) was 52.17% (12/23), and the disease control rate (CR + PR + SD) was 95.65% (22/23) in the treatment group.The short-term curative effective rate (CR + PR) was 41.67% (10/24), and the disease control rate (CR + PR + SD) was 87.50% (21/24) in the control group.There was no statistical difference between the two groups (P > 0.05).The 2-year survival rate was 34.78% (8/23) in the treatment group, better than that in the control group (25.00%, 6/24).The median survival time was 17.2 months in the treatment group and 12.4 months in the control group with statistical difference (P < 0.05).The response rate of pain relief and weight gain were 75.00% and 82.61% in the treatment group respectively, and they were 50.00% and 54.67% in the control group respectively, showing statistical difference between the two groups (P < 0.05).After treatment, the levels of CA19-9 (U/mL) and CEA (ng/mL) were respectively reduced to 118.00 +/- 78.89 and 7.41 +/- 2.37 respectively in the treatment group, showing statistical difference when compared with those of the control group (being 216.00 +/- 153.23 and 12.25 +/- 7.53 respectively, P < 0.05).CONCLUSION: The concurrent chemoradiotherapy com- bined with KI for locally advanced pancreatic carcinoma patients obtained better results.",1,1,1,1
31400480,"Effect of a high-intensity interval training on serum microRNA levels in women with breast cancer undergoing hormone therapy. A single-blind randomized trial.BACKGROUND: The role of microRNAs (miRs) in hormone therapy (HT) is of keen interest in developing biomarkers and treatments for individuals with breast cancer.Although miRs are often moderate regulators under homeostatic conditions, their function is changed more in response to physical activity.OBJECTIVE: This single-blind randomized trial aimed to explore the effect of high-intensity interval training (HIIT) on serum levels of miRs in individuals with early-stage breast cancer undergoing HT.METHODS: Hormone receptor-positive women with breast cancer and healthy women were randomly assigned to a healthy control group (n=15), healthy group with HIIT (n=15), breast cancer group with HT (HT, n=26), and breast cancer group with HT and HIIT (HT+HIIT, n=26).The exercise groups underwent interval uphill walking training on a treadmill 3 times a week for 12weeks.At the end of the study, we analyzed changes in levels of cancer-related miRs (oncomiRs) and tumour suppressor miRs (TSmiRs) in response to the HT and HIIT.RESULTS: In women with breast cancer versus healthy controls, the expression of some oncomiRs was significantly increased - miR-21 (P<0.001), miR-155 (P=0.001), miR-221 (P=0.008), miR-27a (P<0.001), and miR-10b (P=0.007) - and that of some TSmiRs was significantly decreased - miR-206 (P=0.048), miR-145 (P=0.011), miR-143 (P=0.008), miR-9 (P=0.020), and let-7a (P=0.005).Moreover, HT considerably downregulated oncomiRs and upregulated TSmiRs.HIIT for 12weeks with HT significantly decreased the expression of the oncomiRs and significantly increased that of the TSmiRs as compared with HT alone.CONCLUSIONS: HITT could amplify the decrease and/or increase in expression of miRs associated with HT in women with breast cancer.A prospective trial could determine whether the use of circulating miRs for monitoring treatment can be useful in therapy decisions.TRIAL REGISTRATION: Iranian Registry of Clinical Trials (No.: IRCT201202289171N1).",1,1,0,0
32975708,"Randomized phase II clinical trial and biomarker analysis of paclitaxel plus epirubicin versus vinorelbine plus epirubicin as neoadjuvant chemotherapy in locally advanced HER2-negative breast cancer with TEKT4 variations.PURPOSE: Resistance to paclitaxel remains a major challenge in treating breast cancer.Our preclinical study suggested that TEKT4 germline variations in breast cancer are associated with paclitaxel resistance and increase vinorelbine sensitivity.This clinical trial compared the efficacy of paclitaxel and vinorelbine in breast cancer neoadjuvant chemotherapy.METHODS: In this open-label, single-center, phase II trial, female patients with human epidermal growth factor receptor 2 (HER2)-negative, stage IIB-IIIC breast cancer harboring TEKT4 germline variations were randomly assigned to the paclitaxel plus epirubicin (PE) or vinorelbine plus epirubicin (NE).The primary endpoint was the pathologic complete response (pCR) rate, and the secondary endpoints were the objective response rate (ORR) and safety.Targeted sequencing of a panel comprising 484 breast-related genes was performed to identify pCR-associated somatic mutations in each group.RESULTS: 91 Patients were assigned to PE (46 patients) or NE (45 patients).NE numerically increased the pCR rate (22.2% versus 8.7%, P = 0.074).The ORRs for NE and PE were 82.2% and 76.1%, respectively.Interestingly, NE (15.4%) showed a significantly higher pCR rate than PE (0%) in the hormone receptor (HR)-positive subgroup (P = 0.044).Both regimens were well tolerated, with grade 3 and 4 toxicities reported at the expected levels.The biomarker analysis showed that UNC13D mutation predicted the pCR rate in NE (P = 0.011).CONCLUSIONS: Although the primary endpoint was not met, NE might bring clinical benefit to HR-positive patients or patients simultaneously carrying UNC13D mutations.",1,1,1,1
23850170,"Which patients benefit most from primary surgery or neoadjuvant chemotherapy in stage IIIC or IV ovarian cancer? An exploratory analysis of the European Organisation for Research and Treatment of Cancer 55971 randomised trial.BACKGROUND: To investigate whether biomarkers consisting of baseline characteristics of advanced stage ovarian cancer patients can help in identifying subgroups of patients who would benefit more from primary surgery or neoadjuvant chemotherapy.METHODS: We used data of the European Organisation for Research and Treatment of Cancer (EORTC) 55971 trial in which 670 patients were randomly assigned to primary surgery or neoadjuvant chemotherapy.The primary outcome was overall survival.Ten baseline clinical and pathological characteristics were selected as potential biomarkers.Using Subpopulation Treatment Effect Pattern Plots (STEPP), biomarkers with a statistically significant qualitative additive interaction with treatment were considered as potentially informative for treatment selection.We also combined selected biomarkers to form a multimarker treatment selection rule.FINDINGS: The size of the largest metastatic tumour and clinical stage were significantly associated with the magnitude of the benefit from treatment, in terms of five-year survival (p for interaction: 0.008 and 0.016, respectively).Stage IIIC patients with metastatic tumours 45 mm benefited more from primary surgery while stage IV patients with metastatic tumours >45 mm benefited more from neoadjuvant chemotherapy.In stage IIIC patients with larger metastatic tumours and in stage IV patients with less extensive metastatic tumours both treatments were equally effective.We estimated that by selecting treatments for patients based on largest metastatic tumour and clinical stage, the potential five-year survival rate in the population of treated patients would be 27.3% (95% confidence interval (CI) 21.9-33.0), 7.8% higher than if all were treated with primary surgery, and 5.6% higher if all were treated with neoadjuvant chemotherapy.INTERPRETATION: Although survival was comparable after primary surgery and neoadjuvant chemotherapy in the overall group of patients with ovarian cancer in the EORTC 55971 trial, we found in this exploratory analysis that patients with stage IIIC and less extensive metastatic tumours had higher survival with primary surgery, while patients with stage IV disease and large metastatic tumours had higher survival with neoadjuvant chemotherapy.For patients who did not meet these criteria, both treatment options led to comparable survival rates.",1,1,1,1
